"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GORE3","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","29/3690","47/9658",0.617021276595745,1.61495704318745,3.32299212296761,0.000907015760016757,0.0229598823384316,0.0205677141463501,"gene-LOC142982010/gene-mTor/gene-LOC142986676/gene-Su(fu)/gene-Taf1/gene-Scox/gene-BmDJ-1beta/gene-RpS7/gene-Usp14/gene-CSN4/gene-Usp7/gene-TOR1/gene-RpL23/gene-Eph/gene-DUBAI/gene-ema/gene-Der-2/gene-Yod1/gene-viaf/gene-LOC142980456/gene-LOC142980886/gene-Ubc7/gene-LOC142987718/gene-sxc/gene-RpL11/gene-PI31/gene-Hipk/gene-Tlk/gene-wcy",29
"GORE3","GO:0003725","double-stranded RNA binding","28/3690","45/9658",0.622222222222222,1.6285697079193,3.32315137773762,0.00091682369502826,0.0230766608910124,0.0206723256531733,"gene-bel/gene-Sir-1/gene-Fmr1/gene-eIF4B/gene-Zn72D/gene-Chc/gene-LOC142977535/gene-mbl/gene-LOC142977989/gene-Dcr-1/gene-Tcs1/gene-LOC142984729/gene-Aptx/gene-LOC142976459/gene-AGO1/gene-mRpL44/gene-stau/gene-LOC142978385/gene-Dhx15/gene-Dus2/gene-Adar/gene-mle/gene-drosha/gene-roq/gene-R2D2/gene-LOC142976794/gene-Sir-3/gene-Son",28
"GORE3","GO:0097659","GO:0097659","214/3690","474/9658",0.451476793248945,1.18167015425429,3.1891629482151,0.000918356913009677,0.0230766608910124,0.0206723256531733,"gene-RpII215/gene-MED14/gene-Mi-2/gene-LOC142980122/gene-nej/gene-LOC142975301/gene-eEF1delta/gene-E(bx)/gene-Spt5/gene-LOC142976128/gene-MED9/gene-MED1/gene-Hcf/gene-SNRPG/gene-LOC142982543/gene-Bap60/gene-Cbp20/gene-yps/gene-Spt6/gene-spen/gene-Dorsal/gene-mtTFB1/gene-LOC142984078/gene-SA1/gene-cbt/gene-Rpb7/gene-Cdk12/gene-LOC142985114/gene-Psi/gene-Taf1/gene-LOC142973132/gene-LOC142972176/gene-nhr/gene-LOC142984322/gene-TfIIA-S/gene-vri/gene-Ssu72/gene-mRpL12/gene-Ssrp/gene-LOC142981848/gene-Rpb12/gene-TfIIEalpha/gene-brat/gene-LOC142984303/gene-Eip93F/gene-Taf2/gene-LOC142979577/gene-LOC142987276/gene-Sirt7/gene-RpII33/gene-MED16/gene-MED7/gene-fkh/gene-Nipped-B/gene-Irbp18/gene-crc/gene-LOC142982738/gene-LOC142976245/gene-Ets/gene-kto/gene-RpI135/gene-MED21/gene-tgo/gene-MED15/gene-LOC142981256/gene-Taf3/gene-USP/gene-LOC142978501/gene-vtd/gene-LOC142983051/gene-LOC142983859/gene-LOC142982670/gene-Polr3H/gene-Rpb11/gene-LOC142972265/gene-EcR/gene-TFAM/gene-HnRNP-K/gene-MED6/gene-Tmf/gene-Anxb13/gene-Sym/gene-Rpb8/gene-foxo/gene-MED20/gene-ERR/gene-SREBP/gene-Stat92E/gene-INTS7/gene-IntS4/gene-IntS1/gene-LOC142983778/gene-exd/gene-Polr3G/gene-LOC142983092/gene-Rim2/gene-Taf13/gene-Arp8/gene-LOC142986486/gene-LOC142974632/gene-IntS6/gene-LOC142978844/gene-CrebA/gene-TH1/gene-Pp2C1/gene-hay/gene-EloC/gene-RagC-D/gene-Hr3/gene-Tfb1/gene-e(y)3/gene-C/EBP/gene-Madm/gene-SmB/gene-LOC142980860/gene-Mef2/gene-mtTFB2/gene-Gata-beta/gene-LOC142972424/gene-Clp/gene-RpII15/gene-Usf/gene-trx/gene-csul/gene-Setx/gene-LOC142976150/gene-CycT/gene-LOC142978230/gene-EloB/gene-LOC142987884/gene-Bdp1/gene-RpI12/gene-Tfb5/gene-MED10/gene-RpII18/gene-LOC142987394/gene-SmF/gene-LOC142978883/gene-HDAC4/gene-dre4/gene-IntS10/gene-LOC142977702/gene-Polr1C/gene-Cdc5/gene-IntS3/gene-Jra/gene-lilli/gene-Atf-2/gene-MED4/gene-IntS9/gene-Hipk/gene-CPSF1/gene-Bx42/gene-LOC142973977/gene-MED11/gene-LOC142978882/gene-LOC142975305/gene-ash1/gene-Ars2/gene-Su(var)2-10/gene-LOC142978101/gene-Gas41/gene-Mondo/gene-mTTF/gene-skd/gene-LOC142984108/gene-LOC142981635/gene-REPTOR-BP/gene-Rga/gene-NC2alpha/gene-Ctr9/gene-Polr2D/gene-ecd/gene-l(2)37Cd/gene-MED31/gene-Atf3/gene-CycC/gene-TfIIS/gene-REPTOR/gene-Tbp/gene-Polr1F/gene-PHO/gene-da/gene-Pdp1/gene-Med/gene-CycH/gene-Achi/gene-Nipped-A/gene-Polr3A/gene-LOC142976945/gene-LOC142973965/gene-ftz-f1/gene-Caf1-55/gene-Su(Tpl)/gene-RpII140/gene-spt4/gene-LOC142978875/gene-LOC142973568/gene-IntS8/gene-LOC142983454/gene-Smox/gene-bon/gene-fand/gene-Iswi/gene-eya/gene-LOC142981468/gene-Phax/gene-wda/gene-Elp4/gene-LOC142982989/gene-LOC142972901/gene-Elp3/gene-Cbp80/gene-LOC142978547",214
"GORE3","GO:0045069","regulation of viral genome replication","27/3690","43/9658",0.627906976744186,1.64344866704481,3.3250132523674,0.000922077851848448,0.023085598772556,0.0206803323053832,"gene-bel/gene-Fmr1/gene-LOC142976128/gene-Cbp20/gene-Top2/gene-LOC142987276/gene-cyp33/gene-Dcr-1/gene-LOC142978501/gene-Regnase-1/gene-baf/gene-stau/gene-LOC142974425/gene-Ago2/gene-pros/gene-Adar/gene-Cyp40/gene-Rad23/gene-Ars2/gene-LOC142984509/gene-LOC142978691/gene-Tsf2/gene-ftz-f1/gene-pic/gene-LOC142974426/gene-Cbp80/gene-LOC142972462",27
"GORE3","GO:0098727","maintenance of cell number","83/3690","165/9658",0.503030303030303,1.31660343270099,3.22534178141379,0.000950872673312201,0.0237142065612073,0.0212434460494596,"gene-MED14/gene-Kdm3/gene-bel/gene-LOC142980122/gene-nej/gene-LOC142987559/gene-mxt/gene-LSm1/gene-Snoo/gene-SA1/gene-LOC142977493/gene-Egfr/gene-cbt/gene-dom/gene-enok/gene-E(spl)mbeta/gene-Tctp/gene-shv/gene-MED7/gene-osa/gene-Nipped-B/gene-LOC142987395/gene-kto/gene-CSN4/gene-LOC142977648/gene-MED21/gene-Dcr-1/gene-MED15/gene-arm/gene-Rpa3/gene-SMC3/gene-E(z)/gene-LOC142976459/gene-MED6/gene-shg/gene-CSN3/gene-foxo/gene-AGO1/gene-ERR/gene-Stat92E/gene-mys/gene-exd/gene-eff/gene-LOC142975609/gene-Mad/gene-Cul4/gene-PDZ-GEF/gene-LOC142976074/gene-Nedd8/gene-LOC142973426/gene-SMC1/gene-MED10/gene-arr/gene-CSN6/gene-pros/gene-Nup98-96/gene-LOC142972469/gene-lilli/gene-hook/gene-LOC142973202/gene-LOC142982608/gene-asp/gene-Ars2/gene-SOCS5/gene-LOC142984108/gene-Ctr9/gene-pelo/gene-da/gene-LOC142978691/gene-Med/gene-LOC142976794/gene-LOC142976788/gene-LOC142985567/gene-raf/gene-H/gene-Smox/gene-YL-1/gene-BHD/gene-Pcl/gene-LOC142972154/gene-alien/gene-aub/gene-hop",83
"GORE3","GO:0004518","nuclease activity","63/3690","120/9658",0.525,1.37410569105691,3.24247152199601,0.000954099272724958,0.0237142065612073,0.0212434460494596,"gene-RpLP0/gene-LOC142980021/gene-LOC142978219/gene-trsn/gene-LOC142979790/gene-LOC142976234/gene-Not1/gene-cyp33/gene-LOC142980003/gene-Dcr-1/gene-Dcps/gene-Regnase-1/gene-Aptx/gene-DNApol-epsilon255/gene-Rad9/gene-LOC142985268/gene-Smg6/gene-AGO1/gene-LOC142987222/gene-mRpL44/gene-LOC142978140/gene-Rat1/gene-LOC142982193/gene-LOC142974425/gene-Not3/gene-LOC142973990/gene-LOC142975824/gene-Rrp46/gene-LOC142976900/gene-Edc3/gene-Ago2/gene-Clp/gene-LOC142981263/gene-LOC142980839/gene-LOC142978391/gene-drosha/gene-Rrp4/gene-Tm/gene-mldr/gene-Rrp6/gene-Trax/gene-Rrp40/gene-mus201/gene-Dna2/gene-Rga/gene-LOC142978813/gene-Exd2/gene-LOC142974651/gene-Dis3/gene-RpS3/gene-RNaseX25/gene-pcm/gene-ldbr/gene-slx1/gene-PNPase/gene-Drep4/gene-Ski6/gene-LOC142974426/gene-Tsen34/gene-Ogg1/gene-LOC142979604/gene-aub/gene-LOC142975840",63
"GORE3","GO:0006259","DNA metabolic process","217/3690","482/9658",0.450207468879668,1.17834789551215,3.15852775326923,0.00101473324813355,0.0250571000919145,0.0224464247869567,"gene-RpII215/gene-nej/gene-Sin3A/gene-RpLP0/gene-MTA1-like/gene-TER94/gene-LOC142980900/gene-mTor/gene-Upf1/gene-LOC142980840/gene-G9a/gene-LOC142977493/gene-Rpb7/gene-LOC142982993/gene-MRG15/gene-LOC142972375/gene-Sptz/gene-woc/gene-Top2/gene-mus101/gene-trsn/gene-Mcm3/gene-nonC/gene-Rpb12/gene-Usp16-45/gene-Tctp/gene-BmDJ-1beta/gene-LOC142979790/gene-LOC142979577/gene-RpII33/gene-Abl/gene-Npl4/gene-fkh/gene-LOC142980570/gene-CSN4/gene-grp/gene-cyp33/gene-LOC142980003/gene-Dcr-1/gene-Marf1/gene-LOC142987404/gene-LOC142972479/gene-vtd/gene-LOC142983051/gene-LOC142982437/gene-LOC142975378/gene-DNApol-gamma35/gene-Aptx/gene-Zpr1/gene-LOC142976160/gene-Usp7/gene-Rpb11/gene-TOR1/gene-spn-E/gene-DNApol-epsilon255/gene-upSET/gene-gkt/gene-TFAM/gene-E(z)/gene-LOC142976459/gene-Rad9/gene-HERC2/gene-SkpA/gene-MHF2/gene-Rpb8/gene-Rad17/gene-LOC142980064/gene-CSN3/gene-baf/gene-LOC142985268/gene-mtSSB/gene-Usp15-31/gene-Smg6/gene-Mcm2/gene-SMC5/gene-Mcm7/gene-Cdc45/gene-RMI1/gene-Chrac-16/gene-LOC142978140/gene-LOC142981372/gene-LOC142978729/gene-LOC142974638/gene-Rat1/gene-Mt2/gene-dpa/gene-mahj/gene-LOC142972841/gene-Sem1/gene-LOC142982193/gene-LOC142978249/gene-Uev1A/gene-LOC142984224/gene-LOC142986486/gene-LOC142979741/gene-Rchy1/gene-Irbp/gene-Etl1/gene-CSN8/gene-Pp2C1/gene-Phb1/gene-hay/gene-LOC142986094/gene-LOC142979420/gene-DNAlig1/gene-Tfb1/gene-LOC142973990/gene-sip1/gene-Rrp46/gene-Ubr1/gene-Mcm6/gene-LOC142979962/gene-Cul4/gene-LOC142976900/gene-eco/gene-obe/gene-LOC142975448/gene-ZnT49B/gene-PolD2/gene-LOC142976074/gene-RpII15/gene-trx/gene-Setx/gene-Blm/gene-Vlg/gene-Nop60B/gene-Tfb5/gene-SMC1/gene-LOC142978561/gene-RpII18/gene-Orc5/gene-LOC142981263/gene-mus312/gene-LOC142978845/gene-Marcal1/gene-CSN6/gene-Tnks/gene-shep/gene-Nup98-96/gene-Gar1/gene-IntS3/gene-LOC142979242/gene-ago/gene-CKIalpha/gene-LOC142972469/gene-Rrp6/gene-Sld5/gene-Rad23/gene-nbs/gene-Rrp40/gene-mus201/gene-Klp3A/gene-Su(var)2-10/gene-Dna2/gene-LOC142987507/gene-geminin/gene-LOC142982131/gene-LOC142977001/gene-LOC142984108/gene-Ino80/gene-Polr2D/gene-AlkB/gene-LOC142979920/gene-Exd2/gene-Hpr1/gene-RfC38/gene-Uvrag/gene-TfIIS/gene-Dnmt1/gene-RpS3/gene-PHO/gene-flfl/gene-Pdp1/gene-LOC142976794/gene-CycH/gene-Nipped-A/gene-LOC142983442/gene-LOC142978730/gene-glu/gene-pcm/gene-Nop10/gene-Gnf1/gene-LOC142976521/gene-pic/gene-spn-A/gene-Caf1-55/gene-slx1/gene-RpII140/gene-scf/gene-Btk29A/gene-Ufd1-like/gene-LOC142983803/gene-chm/gene-LOC142974494/gene-LOC142976639/gene-mh/gene-LOC142983474/gene-l(2)dtl/gene-LOC142978465/gene-Top3beta/gene-Drep4/gene-Ski6/gene-LOC142972911/gene-LOC142975877/gene-Ogg1/gene-fand/gene-spel1/gene-Iswi/gene-Spf45/gene-Cdk1/gene-eya/gene-Psf/gene-LOC142987181/gene-LOC142982989/gene-LOC142987570/gene-LOC142974889/gene-LOC142978547",217
"GORE3","GO:0072329","monocarboxylic acid catabolic process","62/3690","118/9658",0.525423728813559,1.3752147351982,3.22453127263406,0.00101543350226709,0.0250571000919145,0.0224464247869567,"gene-Acadvl/gene-SERCA/gene-Pex2/gene-Pex13/gene-LOC142981792/gene-Dci/gene-LOC142979474/gene-LOC142978105/gene-LOC142978250/gene-Echs1/gene-LOC142986285/gene-LOC142981861/gene-LOC142974820/gene-LOC142979518/gene-LOC142987311/gene-LOC142975892/gene-LOC142985182/gene-LOC142978104/gene-LOC142980177/gene-wal/gene-LOC142976803/gene-LOC142974542/gene-LOC142979801/gene-Pex5/gene-LOC142978586/gene-LOC142975016/gene-Pex10/gene-ScpX/gene-LOC142972376/gene-LOC142987710/gene-Had1/gene-LOC142979897/gene-Etfb/gene-Amacr/gene-LOC142982921/gene-ABCD/gene-Mcad/gene-LOC142974882/gene-LOC142974821/gene-LOC142982078/gene-LOC142979277/gene-3HCD/gene-Phyhd1/gene-LOC142984158/gene-LOC142985166/gene-beg/gene-LOC142987312/gene-LOC142987678/gene-LOC142977747/gene-LOC142984671/gene-Hao/gene-Lpin/gene-LOC142972753/gene-CRAT/gene-LOC142985615/gene-Pex7/gene-Hacl/gene-LOC142985154/gene-LOC142978234/gene-Fatp/gene-Acade/gene-LOC142980012",62
"GORE3","GO:0060627","regulation of vesicle-mediated transport","151/3690","324/9658",0.466049382716049,1.21981163638797,3.16452971274916,0.00104574170958514,0.0257125022500145,0.0230335412207434,"gene-Akt/gene-Cka/gene-Stam/gene-Fmr1/gene-jar/gene-lqf/gene-SERCA/gene-Trc8/gene-Csk/gene-Stim/gene-ced-6/gene-LOC142974540/gene-drpr/gene-lsn/gene-Fas2/gene-mgl/gene-scrib/gene-Chc/gene-Crag/gene-LOC142972856/gene-LOC142981658/gene-Use1/gene-Nedd4/gene-mib1/gene-LOC142984499/gene-Tao/gene-brat/gene-Abl/gene-LOC142980556/gene-awd/gene-Pi3K59F/gene-Sec71/gene-ATP8A/gene-LOC142975871/gene-SCAR/gene-Hrs/gene-LOC142987153/gene-Fak/gene-Rabex-5/gene-Amph/gene-AP-1gamma/gene-l(2)gd1/gene-GEFmeso/gene-shi/gene-ALiX/gene-LOC142981304/gene-Hakai/gene-l(2)gl/gene-EcR/gene-Ack/gene-HnRNP-K/gene-LOC142987546/gene-EndoA/gene-FER/gene-corn/gene-mim/gene-Tbc1d15-17/gene-wkd/gene-PTP-ER/gene-mop/gene-LRP1/gene-Eph/gene-zip/gene-mys/gene-baz/gene-cni/gene-Arf79F/gene-dos/gene-mbc/gene-Drp1/gene-Synj/gene-LOC142973600/gene-vap/gene-sl/gene-TBC1D16/gene-Rab8/gene-Syx18/gene-AP-1-2beta/gene-CrebA/gene-lap/gene-Pld/gene-LOC142981521/gene-LOC142976045/gene-Apt1/gene-Dap160/gene-Mctp/gene-Atg3/gene-Sra-1/gene-LOC142986602/gene-LOC142985107/gene-LOC142976759/gene-Shab/gene-AP-1mu/gene-LOC142974963/gene-rock1/gene-tim/gene-Sec5/gene-ktub/gene-Rab3GAP1/gene-Klp64D/gene-gek/gene-Snmp2/gene-GABA-B-R2/gene-Wdr81/gene-LOC142977335/gene-Vamp7/gene-PIP4K/gene-rg/gene-LOC142983421/gene-Snx17/gene-tau/gene-mnb/gene-norpA/gene-Flo1/gene-LOC142982552/gene-Mhcl/gene-LOC142986118/gene-Tbc1d22/gene-LOC142979377/gene-LOC142973128/gene-LOC142978852/gene-Ccm3/gene-Slh/gene-sp3/gene-LOC142983558/gene-Sar1/gene-Khc/gene-Uvrag/gene-LOC142974327/gene-TSG101/gene-lt/gene-Pten/gene-Mon1/gene-Rme-8/gene-LOC142982022/gene-LOC142974657/gene-Pdk1/gene-Strip/gene-RapGAP1/gene-Acsl/gene-raf/gene-Vps11/gene-Ubqn/gene-LOC142978330/gene-LOC142978465/gene-Liprin-alpha/gene-Rab26/gene-AMPKalpha/gene-Gapvd1/gene-Tbc1d8-9/gene-LOC142972942",151
"GORE3","GO:0032774","RNA biosynthetic process","216/3690","480/9658",0.45,1.17780487804878,3.14202875419282,0.00107204641128779,0.026265137076551,0.0235285975530006,"gene-RpII215/gene-MED14/gene-Mi-2/gene-LOC142980122/gene-nej/gene-LOC142975301/gene-eEF1delta/gene-E(bx)/gene-Spt5/gene-LOC142976128/gene-MED9/gene-MED1/gene-Hcf/gene-SNRPG/gene-LOC142982543/gene-Bap60/gene-Cbp20/gene-yps/gene-Spt6/gene-spen/gene-Dorsal/gene-mtTFB1/gene-LOC142984078/gene-SA1/gene-cbt/gene-Rpb7/gene-Cdk12/gene-LOC142985114/gene-Psi/gene-Taf1/gene-LOC142973132/gene-LOC142972176/gene-nhr/gene-LOC142984322/gene-TfIIA-S/gene-vri/gene-Ssu72/gene-mRpL12/gene-Ssrp/gene-LOC142981848/gene-Rpb12/gene-TfIIEalpha/gene-brat/gene-LOC142984303/gene-Eip93F/gene-Taf2/gene-LOC142979577/gene-LOC142987276/gene-Sirt7/gene-RpII33/gene-MED16/gene-MED7/gene-fkh/gene-Nipped-B/gene-Polr3F/gene-Irbp18/gene-crc/gene-LOC142982738/gene-LOC142976245/gene-Ets/gene-kto/gene-RpI135/gene-MED21/gene-tgo/gene-MED15/gene-LOC142981256/gene-Taf3/gene-USP/gene-LOC142978501/gene-vtd/gene-LOC142983051/gene-LOC142983859/gene-LOC142982670/gene-Polr3H/gene-Rpb11/gene-LOC142972265/gene-EcR/gene-TFAM/gene-HnRNP-K/gene-MED6/gene-Tmf/gene-Anxb13/gene-Sym/gene-Rpb8/gene-foxo/gene-MED20/gene-ERR/gene-SREBP/gene-Stat92E/gene-INTS7/gene-IntS4/gene-IntS1/gene-LOC142983778/gene-exd/gene-Polr3G/gene-LOC142983092/gene-Rim2/gene-Taf13/gene-Arp8/gene-LOC142986486/gene-LOC142974632/gene-IntS6/gene-LOC142978844/gene-CrebA/gene-TH1/gene-Pp2C1/gene-hay/gene-EloC/gene-RagC-D/gene-Hr3/gene-Tfb1/gene-e(y)3/gene-C/EBP/gene-Madm/gene-SmB/gene-LOC142980860/gene-Mef2/gene-mtTFB2/gene-Gata-beta/gene-LOC142972424/gene-Clp/gene-RpII15/gene-Usf/gene-trx/gene-csul/gene-Setx/gene-LOC142976150/gene-CycT/gene-LOC142978230/gene-EloB/gene-LOC142987884/gene-Bdp1/gene-RpI12/gene-Tfb5/gene-MED10/gene-RpII18/gene-LOC142987394/gene-SmF/gene-LOC142978883/gene-HDAC4/gene-dre4/gene-IntS10/gene-LOC142977702/gene-Polr1C/gene-Cdc5/gene-IntS3/gene-Jra/gene-lilli/gene-Atf-2/gene-MED4/gene-IntS9/gene-Hipk/gene-CPSF1/gene-Bx42/gene-LOC142973977/gene-MED11/gene-LOC142978882/gene-LOC142975305/gene-ash1/gene-Ars2/gene-Su(var)2-10/gene-LOC142978101/gene-Gas41/gene-Mondo/gene-mTTF/gene-Polr3C/gene-skd/gene-LOC142984108/gene-LOC142981635/gene-REPTOR-BP/gene-Rga/gene-NC2alpha/gene-Ctr9/gene-Polr2D/gene-ecd/gene-l(2)37Cd/gene-MED31/gene-Atf3/gene-CycC/gene-TfIIS/gene-REPTOR/gene-Tbp/gene-Polr1F/gene-PHO/gene-da/gene-Pdp1/gene-Med/gene-CycH/gene-Achi/gene-Nipped-A/gene-Polr3A/gene-LOC142976945/gene-LOC142973965/gene-ftz-f1/gene-Caf1-55/gene-Su(Tpl)/gene-RpII140/gene-spt4/gene-LOC142978875/gene-LOC142973568/gene-IntS8/gene-LOC142983454/gene-Smox/gene-bon/gene-fand/gene-Iswi/gene-eya/gene-LOC142981468/gene-Phax/gene-wda/gene-Elp4/gene-LOC142982989/gene-LOC142972901/gene-Elp3/gene-Cbp80/gene-LOC142978547",216
"GORE3","GO:0061919","process utilizing autophagic mechanism","73/3690","143/9658",0.510489510489511,1.33612674588284,3.18409916589519,0.00111704908322992,0.0272552694988452,0.0244155690247443,"gene-LOC142981931/gene-Stam/gene-Uba1/gene-Atg16/gene-Cisd2/gene-TER94/gene-mTor/gene-Vps15/gene-lqf/gene-LOC142983616/gene-LOC142975164/gene-lsn/gene-Syx17/gene-Atg1/gene-LOC142972856/gene-LOC142986840/gene-fab1/gene-Pi3K59F/gene-Hrs/gene-BNIP3/gene-LOC142974002/gene-Aduk/gene-TOR1/gene-LOC142981587/gene-mts/gene-EcR/gene-raptor/gene-EndoA/gene-Hsc70-4/gene-p47/gene-LOC142981333/gene-Smurf/gene-LOC142978729/gene-Rab1/gene-Atg17/gene-CatD/gene-Npc1a/gene-Yod1/gene-LOC142978551/gene-Plap/gene-LOC142980490/gene-Atg3/gene-LOC142987512/gene-stj/gene-Gata-beta/gene-LOC142984893/gene-LOC142974963/gene-Atg9/gene-EMC6/gene-Rab3GAP1/gene-Wdr81/gene-Vamp7/gene-Hipk/gene-bchs/gene-LOC142987472/gene-Snf4agamma/gene-LOC142973128/gene-l(3)76BDm/gene-LOC142979808/gene-Uvrag/gene-TSG101/gene-lt/gene-Pten/gene-Vps39/gene-LOC142984671/gene-Vps11/gene-Ubqn/gene-Vps36/gene-LOC142978330/gene-Atg4a/gene-AMPKalpha/gene-mTerf3/gene-LOC142972942",73
"GORE3","GO:0000276","GO:0000276","9/3690","10/9658",0.9,2.35560975609756,3.37237553371846,0.00113232533632229,0.0272552694988452,0.0244155690247443,"gene-ATPsynF/gene-ATPsynE/gene-ATPsynG/gene-ATPsynO/gene-ATPsynCF6/gene-LOC142976110/gene-ATPsynD/gene-ATPsynB/gene-ATPsynC",9
"GORE3","GO:0004709","MAP kinase kinase kinase activity","9/3690","10/9658",0.9,2.35560975609756,3.37237553371846,0.00113232533632229,0.0272552694988452,0.0244155690247443,"gene-Tak1/gene-Egfr/gene-Tao/gene-LOC142976629/gene-Ask1/gene-LOC142976393/gene-slpr/gene-Pak/gene-raf",9
"GORE3","GO:0006465","signal peptide processing","9/3690","10/9658",0.9,2.35560975609756,3.37237553371846,0.00113232533632229,0.0272552694988452,0.0244155690247443,"gene-Spase12/gene-Spase25/gene-rho-7/gene-twr/gene-SppL/gene-LOC142974003/gene-LOC142981634/gene-Spase22-23/gene-Fur1",9
"GORE3","GO:0045263","GO:0045263","9/3690","10/9658",0.9,2.35560975609756,3.37237553371846,0.00113232533632229,0.0272552694988452,0.0244155690247443,"gene-ATPsynF/gene-ATPsynE/gene-ATPsynG/gene-ATPsynO/gene-ATPsynCF6/gene-LOC142976110/gene-ATPsynD/gene-ATPsynB/gene-ATPsynC",9
"GORE3","GO:0048024","regulation of mRNA splicing, via spliceosome","50/3690","92/9658",0.543478260869565,1.4224696594792,3.20143096788692,0.00115234494029309,0.0276401618545824,0.0247603598138794,"gene-hfp/gene-SF1/gene-LOC142983263/gene-Sf3a1/gene-Fmr1/gene-mago/gene-l(1)G0007/gene-Rbfox1/gene-Prp39/gene-Psi/gene-LOC142984261/gene-SF2/gene-LOC142987276/gene-mbl/gene-nito/gene-l(3)72Ab/gene-LOC142978501/gene-RpL12/gene-mub/gene-HnRNP-K/gene-LOC142976459/gene-Smu1/gene-Bin1/gene-Hel25E/gene-eIF4AIII/gene-ncm/gene-Zip71B/gene-snRNP-U1-70K/gene-LOC142975609/gene-PSR/gene-tsu/gene-B52/gene-obe/gene-U2af50/gene-sm/gene-LOC142975539/gene-Srp54/gene-Hrb27C/gene-pps/gene-Nup98-96/gene-mnb/gene-Bx42/gene-LOC142976794/gene-beag/gene-Spf45/gene-Tnpo-SR/gene-Son/gene-Cbp80/gene-LOC142985412/gene-LOC142977656",50
"GORE3","GO:0004715","non-membrane spanning protein tyrosine kinase activity","12/3690","15/9658",0.8,2.09387533875339,3.33370578775588,0.0011910580287016,0.0284691919055505,0.0255030140163578,"gene-Csk/gene-Shark/gene-Ack-like/gene-Abl/gene-Fak/gene-Ack/gene-FER/gene-LOC142984779/gene-Src64B/gene-mnb/gene-Btk29A/gene-hop",12
"GORE3","GO:0008134","transcription factor binding","192/3690","423/9658",0.453900709219858,1.18801437659767,3.10930041192859,0.00121118233570062,0.0288496903573133,0.0258438686981733,"gene-MED14/gene-Mi-2/gene-Kdm3/gene-bel/gene-LOC142972436/gene-Cka/gene-nej/gene-Sin3A/gene-eEF1delta/gene-E(bx)/gene-MTA1-like/gene-mTor/gene-MED1/gene-Hcf/gene-lqf/gene-Bap60/gene-yps/gene-Dorsal/gene-Nacalpha/gene-Snoo/gene-Rbfox1/gene-LOC142975164/gene-lsn/gene-Cand1/gene-Su(fu)/gene-Cdk12/gene-LOC142985114/gene-nmo/gene-Taf1/gene-enok/gene-LOC142979474/gene-E(spl)mbeta/gene-TfIIA-S/gene-Trs20/gene-Uba3/gene-Tctp/gene-BmDJ-1beta/gene-Taf2/gene-LOC142987276/gene-Phb2/gene-MED16/gene-osa/gene-cry2/gene-fkh/gene-LOC142976389/gene-Bap111/gene-Not1/gene-Sik2/gene-Irbp18/gene-crc/gene-LOC142982738/gene-wts/gene-LOC142974285/gene-LOC142987395/gene-kto/gene-tgo/gene-LOC142981256/gene-ix/gene-Taf3/gene-LOC142987440/gene-USP/gene-Ddrgk1/gene-LOC142978501/gene-arm/gene-CtBP/gene-Gug/gene-hry/gene-bigmax/gene-Usp7/gene-TOR1/gene-EcR/gene-yem/gene-TFAM/gene-HnRNP-K/gene-RpL23/gene-LOC142979225/gene-LOC142976459/gene-MED6/gene-raptor/gene-tai/gene-foxo/gene-Bin1/gene-casp/gene-ERR/gene-Keap1/gene-Stat92E/gene-Hel25E/gene-LOC142979341/gene-exd/gene-14-3-3zeta/gene-mahj/gene-LOC142974425/gene-LOC142979928/gene-vap/gene-Set1/gene-LOC142978844/gene-hay/gene-Mad/gene-BmMET2/gene-Hr3/gene-LOC142973990/gene-C/EBP/gene-LOC142979962/gene-Mef2/gene-Gata-beta/gene-LOC142972424/gene-Prp6/gene-Rpt1/gene-ZnT49B/gene-Wbp2/gene-Usf/gene-csul/gene-CycT/gene-cdm/gene-slpr/gene-rdx/gene-tim/gene-Bdp1/gene-ex/gene-cic/gene-MET1/gene-ush/gene-LOC142979763/gene-HDAC4/gene-sxc/gene-pros/gene-Sirt2/gene-Cyp40/gene-Fib/gene-mle/gene-Cdc5/gene-Jra/gene-lilli/gene-Atf-2/gene-MED4/gene-Hipk/gene-LOC142973202/gene-per/gene-LOC142981473/gene-LOC142987219/gene-Bx42/gene-nbs/gene-LOC142975305/gene-LOC142975377/gene-Su(var)2-10/gene-Mondo/gene-geminin/gene-skd/gene-LOC142984108/gene-Rga/gene-NC2alpha/gene-LOC142980248/gene-Tbp/gene-Dnmt1/gene-RpS3/gene-LOC142978692/gene-da/gene-Med/gene-LOC142976794/gene-LOC142978487/gene-LOC142981593/gene-LOC142983442/gene-LOC142978730/gene-Uba2/gene-LOC142974576/gene-RhoGAP15B/gene-ftz-f1/gene-Utx/gene-LOC142985878/gene-Droj2/gene-LOC142972483/gene-Mrtf/gene-LOC142976782/gene-GABA-B-R1/gene-Rrp5/gene-Lpin/gene-LOC142983803/gene-LOC142986563/gene-LOC142978875/gene-chm/gene-LOC142973568/gene-LOC142977826/gene-Smox/gene-bon/gene-LOC142974426/gene-LOC142979948/gene-Iswi/gene-eya/gene-alien/gene-LOC142972901/gene-LOC142974453/gene-LOC142978547",192
