"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"SKTI","GO:0044445","GO:0044445","105/3526","164/9658",0.640243902439024,1.7536799800783,7.38151465344861,5.21406941136489e-13,1.05262860116496e-10,8.2860118540359e-11,"gene-LOC142986676/gene-IscU/gene-RpS23/gene-RpS11/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-RpL38/gene-RpL9/gene-fh/gene-LOC142974540/gene-RpS27A/gene-RpS15/gene-RpL26/gene-RpS10b/gene-RpL37-1/gene-RpS18/gene-Fmr1/gene-RpL36A/gene-RpL24/gene-Blos1/gene-RpL5/gene-RpL35/gene-RpL29/gene-RpLP2/gene-RpS12/gene-RpL34/gene-RpL37A/gene-Tsc1/gene-RpS27/gene-RpS2/gene-RpS30/gene-RpL31/gene-RpL19/gene-RpS24/gene-RpL10/gene-RpL27/gene-RpS7/gene-RpS21/gene-RpL22/gene-l(3)80Fj/gene-RpS4/gene-RpS28b/gene-RpL8/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-mRpS18A/gene-RpS3/gene-RpS9/gene-RpL27A/gene-RpS8/gene-RpL12/gene-bcn92/gene-Pfk/gene-RpL32/gene-LOC142972447/gene-RpL28/gene-LOC142974864/gene-RpS29/gene-Ac13E/gene-RpS14/gene-LOC142983658/gene-RpL40/gene-RpS3A/gene-pink/gene-RpL17/gene-MCTS1/gene-RpS20/gene-Rpn2/gene-RpS25/gene-Rpn1/gene-RpL15/gene-Dronc/gene-RpS13/gene-LOC142973667/gene-RpLP0/gene-RpS16/gene-RpL11/gene-Ciao1/gene-LOC142973060/gene-Adar/gene-RpL7A/gene-mRpL4/gene-Gcy/gene-RpL7/gene-RpL24-like/gene-Ide/gene-Blos2/gene-Pfrx/gene-Nfs1/gene-RnrL/gene-HPS4/gene-RpL4/gene-RpS6/gene-CCT8/gene-RpL21/gene-LOC142979545/gene-RpL18/gene-ath/gene-LOC142986077/gene-CCT5",105
"SKTI","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","63/3526","84/9658",0.75,2.05431083380601,7.35906768356558,6.18033144471075e-13,1.21205128675699e-10,9.54094475359408e-11,"gene-RpS11/gene-Upf1/gene-RpL13/gene-RpL14/gene-RpL38/gene-mago/gene-nonC/gene-RpS10b/gene-RpL37-1/gene-RpL36A/gene-RpL24/gene-Cbp20/gene-RpL29/gene-RpS12/gene-RpL34/gene-RpL37A/gene-LOC142977474/gene-RpS2/gene-RpS30/gene-LOC142983616/gene-RpL31/gene-RpL19/gene-LOC142985268/gene-pcm/gene-RpL10/gene-RpL27/gene-RpS7/gene-Pym/gene-RpS21/gene-RpL22/gene-btz/gene-RpS28b/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-RpS3/gene-Smg6/gene-RpS8/gene-RpL12/gene-RpL32/gene-RpL28/gene-RpS29/gene-RpS14/gene-RpS3A/gene-RpL17/gene-LOC142986278/gene-RpS20/gene-RpS25/gene-tst/gene-RpL15/gene-eIF4AIII/gene-RpS13/gene-LOC142973667/gene-RpLP0/gene-RpL11/gene-RpL7A/gene-RpL7/gene-eRF1/gene-RpL4/gene-LOC142976667/gene-RpS6/gene-RpL21/gene-tsu",63
"SKTI","GO:0033108","mitochondrial respiratory chain complex assembly","57/3526","74/9658",0.77027027027027,2.1098327482332,7.26710088817341,1.13663285099465e-12,2.1671799692298e-10,1.70594632285249e-10,"gene-ND-B17.2/gene-NP15.6/gene-LOC142973585/gene-ND-ACP/gene-LOC142977612/gene-ND-ASHI/gene-ND-13A/gene-LOC142980570/gene-LOC142974129/gene-ND-B18/gene-ox/gene-ND-B12/gene-LOC142977913/gene-LOC142976078/gene-LOC142982645/gene-LOC142987536/gene-LOC142980673/gene-LOC142984567/gene-ND-13B/gene-l(3)87Df/gene-LOC142984806/gene-LOC142980491/gene-Cmc1/gene-TFAM/gene-ND-39/gene-LOC142982398/gene-LOC142977652/gene-Uqcc1/gene-Scox/gene-LOC142982820/gene-ND-B8/gene-LOC142973869/gene-Ndufs8/gene-OXA1L/gene-Bcs1/gene-ND-18/gene-Ccdc56/gene-LOC142974003/gene-ND-SGDH/gene-l(3)neo43/gene-Uccr/gene-ND-24/gene-Surf1/gene-ND-42/gene-LOC142987070/gene-140up/gene-ND-PDSW/gene-Taz/gene-ND-30/gene-ECSIT/gene-ND-B22/gene-Sdhaf3/gene-Ttc19/gene-LOC142981634/gene-l(2)37Bb/gene-LOC142980036/gene-LOC142979256",57
"SKTI","GO:0022625","cytosolic large ribosomal subunit","44/3526","53/9658",0.830188679245283,2.27395413050225,7.05186903353189,4.07791177148605e-12,7.56507740526494e-10,5.95502734652572e-10,"gene-RpL13/gene-RpL30/gene-RpL14/gene-RpL38/gene-RpL9/gene-RpL26/gene-RpL37-1/gene-Fmr1/gene-RpL36A/gene-RpL24/gene-RpL5/gene-RpL35/gene-RpL29/gene-RpLP2/gene-RpS12/gene-RpL34/gene-RpL37A/gene-RpL39/gene-RpL31/gene-RpL19/gene-RpL10/gene-RpL27/gene-RpL22/gene-RpL8/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-RpL27A/gene-RpL12/gene-RpL32/gene-RpL28/gene-LOC142983658/gene-RpL40/gene-RpL17/gene-RpL15/gene-LOC142973667/gene-RpLP0/gene-RpL11/gene-RpL7A/gene-RpL7/gene-RpL24-like/gene-RpL4/gene-RpL21/gene-RpL18",44
"SKTI","GO:0072599","establishment of protein localization to endoplasmic reticulum","55/3526","72/9658",0.763888888888889,2.09235362702464,7.05459339666076,5.15954629944518e-12,9.31024448874894e-10,7.32877637111218e-10,"gene-Srp14/gene-RpS11/gene-RpL13/gene-RpL14/gene-RpL38/gene-RpS10b/gene-RpL37-1/gene-RpL36A/gene-RpL24/gene-RpL29/gene-RpS12/gene-RpL34/gene-RpL37A/gene-RpS2/gene-RpS30/gene-RpL31/gene-RpL19/gene-RpL10/gene-RpL27/gene-RpS7/gene-RpS21/gene-Spase12/gene-RpL22/gene-RpS28b/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-RpS3/gene-Spase22-23/gene-RpS8/gene-RpL12/gene-RpL32/gene-RpL28/gene-RpS29/gene-RpS14/gene-RpS3A/gene-Srp9/gene-Spase25/gene-RpL17/gene-RpS20/gene-RpS25/gene-RpL15/gene-RpS13/gene-LOC142973667/gene-RpLP0/gene-Pmm2/gene-RpL11/gene-RpL7A/gene-RpL7/gene-shot/gene-Sec61beta/gene-LOC142974110/gene-RpL4/gene-RpS6/gene-RpL21",55
"SKTI","GO:0000956","nuclear-transcribed mRNA catabolic process","99/3526","156/9658",0.634615384615385,1.73826301322047,7.04899323318511,5.28991164133462e-12,9.31024448874894e-10,7.32877637111218e-10,"gene-RpS11/gene-Upf1/gene-RpL13/gene-LOC142978501/gene-RpL14/gene-RpL38/gene-Cnot4/gene-mago/gene-nonC/gene-RpS10b/gene-Not1/gene-RpL37-1/gene-Regnase-1/gene-LSm1/gene-RpL36A/gene-roq/gene-RpL24/gene-Cbp20/gene-RpL29/gene-LOC142987276/gene-RpS12/gene-LOC142984803/gene-RpL34/gene-RpL37A/gene-LOC142977474/gene-RpS2/gene-RpS30/gene-LOC142983616/gene-RpL31/gene-AGO1/gene-RpL19/gene-LOC142985268/gene-pcm/gene-RpL10/gene-RpL27/gene-RpS7/gene-Pym/gene-RpS21/gene-Rpb7/gene-LOC142985465/gene-RpL22/gene-btz/gene-RpS28b/gene-Edc3/gene-RpL23/gene-RpL13A/gene-Unr/gene-RpLP1/gene-RpS3/gene-Smg6/gene-RpS8/gene-RpL12/gene-LOC142983189/gene-RpL32/gene-RpL28/gene-RpS29/gene-RpS14/gene-RpS3A/gene-LSm3/gene-Rrp46/gene-RpL17/gene-LOC142986278/gene-RpS20/gene-RpS25/gene-Rrp4/gene-tst/gene-RpL15/gene-LOC142974426/gene-eIF4AIII/gene-RpS13/gene-LOC142973667/gene-RpLP0/gene-heph/gene-LOC142984719/gene-pix/gene-Rat1/gene-RpL11/gene-LSm7/gene-Not3/gene-RpL7A/gene-LOC142974542/gene-smg/gene-RpL7/gene-LOC142978882/gene-Rrp40/gene-PAN3/gene-pelo/gene-LOC142974964/gene-eRF1/gene-LOC142980839/gene-LOC142978391/gene-RpL4/gene-LOC142976667/gene-RpS6/gene-twin/gene-DCP1/gene-RpL21/gene-tsu/gene-Rrp6",99
"SKTI","GO:0070647","protein modification by small protein conjugation or removal","217/3526","412/9658",0.526699029126214,1.44267136225212,6.9632868657303,6.15992038590125e-12,1.05704233822065e-09,8.32075561600819e-10,"gene-hyd/gene-Akt/gene-ctrip/gene-Su(z)12/gene-LOC142980840/gene-Cand1/gene-sip3/gene-Taf1/gene-Cul2/gene-LOC142976389/gene-poe/gene-Uba1/gene-MED21/gene-Hcf/gene-Cnot4/gene-LOC142972233/gene-TER94/gene-LOC142984096/gene-Bruce/gene-Usp20-33/gene-RpS27A/gene-Stam/gene-Regnase-1/gene-Uch/gene-roq/gene-Pex2/gene-kel/gene-Su(var)2-10/gene-MED1/gene-Rho1/gene-LOC142977148/gene-LOC142974714/gene-LOC142980206/gene-LOC142987440/gene-Fbl6/gene-Smurf/gene-Pex13/gene-kto/gene-m-cup/gene-Usp10/gene-Uba3/gene-Ufd4/gene-pall/gene-Usp15-31/gene-HDAC4/gene-Ufc1/gene-Nedd4/gene-Bre1/gene-TppII/gene-Rad23/gene-CSN4/gene-SkpA/gene-bon/gene-MED7/gene-Usp16-45/gene-Prosbeta6/gene-Trc8/gene-mib1/gene-Kcmf1/gene-LOC142972987/gene-LOC142972375/gene-CYLD/gene-LOC142978166/gene-Usp7/gene-LOC142976476/gene-FBXO11/gene-Ube4B/gene-LOC142974739/gene-LOC142973727/gene-Ubc10/gene-LOC142975717/gene-Ltn1/gene-DUBAI/gene-mio/gene-MED6/gene-Prosalpha3/gene-Tak1/gene-faf/gene-LOC142974104/gene-Ube4A/gene-Pten/gene-ari-1/gene-MED20/gene-LOC142981582/gene-rno/gene-LOC142981655/gene-HERC2/gene-Kdm2/gene-Prosalpha4/gene-unk/gene-dbo/gene-RpL40/gene-rdx/gene-Ubr3/gene-Cp110/gene-Med/gene-Aos1/gene-LOC142975756/gene-otu/gene-Diap2/gene-LOC142978267/gene-Usp5/gene-gus/gene-Cul3/gene-Nedd8/gene-Hakai/gene-Pex10/gene-Rpn2/gene-LOC142977702/gene-Cul4/gene-snama/gene-Mrgn1/gene-LOC142986697/gene-MED10/gene-LOC142987539/gene-Prosalpha5/gene-LOC142979079/gene-Rabex-5/gene-Usp32/gene-LOC142985344/gene-LOC142987404/gene-Trim9/gene-Prosbeta3/gene-LOC142973537/gene-LOC142976150/gene-LOC142975219/gene-CSN8/gene-Gcn5/gene-Smox/gene-eIF3f1/gene-Tnks/gene-Uev1A/gene-LOC142974576/gene-MED31/gene-CSN6/gene-LOC142984091/gene-LOC142979741/gene-Rchy1/gene-Ubr1/gene-LOC142982437/gene-LOC142981085/gene-Su(dx)/gene-APC10/gene-LOC142986201/gene-UbcE2H/gene-Usp12-46/gene-Keap1/gene-Psa/gene-LOC142976945/gene-wcy/gene-CSN3/gene-ago/gene-LOC142981372/gene-Prosalpha7/gene-Arp8/gene-qin/gene-Axn/gene-Roc2/gene-Fem-1/gene-Uba2/gene-LOC142985567/gene-LOC142980432/gene-Mybbp1A/gene-LOC142978882/gene-Ctr9/gene-LOC142976396/gene-Cdc25/gene-Rack1/gene-Roc1a/gene-LOC142979838/gene-LOC142975096/gene-gzl/gene-LOC142973692/gene-LOC142973533/gene-LOC142972453/gene-LOC142978729/gene-LOC142972911/gene-eff/gene-Ube3a/gene-CycC/gene-LOC142978845/gene-UbcE2M/gene-LOC142982021/gene-Prosbeta2/gene-fzr/gene-scny/gene-Prp19/gene-LOC142972497/gene-APP-BP1/gene-neur/gene-LOC142984933/gene-LOC142977681/gene-bur/gene-LOC142980886/gene-Usp14/gene-LOC142980441/gene-Pli/gene-Iap/gene-Cdc27/gene-shtd/gene-LOC142983499/gene-Fancl/gene-slmb/gene-LOC142978715/gene-sxc/gene-Cul1/gene-LOC142980749/gene-LOC142979027/gene-Kua/gene-jet/gene-Yod1/gene-pic/gene-Ada2b/gene-Ada3/gene-dnr1/gene-TSG101/gene-Prosbeta1",217
"SKTI","GO:0140053","mitochondrial gene expression","86/3526","131/9658",0.656488549618321,1.79817538633402,6.97456446808483,9.16704577608676e-12,1.53469761480633e-09,1.20807306723115e-09,"gene-mRpL49/gene-mRpS18C/gene-mRpL40/gene-mRpS6/gene-mRpL15/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-mRpL13/gene-mRpS9/gene-mRpL47/gene-mRpL16/gene-mRpS7/gene-LOC142981581/gene-mRpL27/gene-mRpL32/gene-mRpS34/gene-mtTFB1/gene-mRpL46/gene-mRpS12/gene-mRpL34/gene-mRpS2/gene-TFAM/gene-LOC142972638/gene-LOC142987909/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-mRRF1/gene-mRpS33/gene-foxo/gene-mRpS21/gene-mEFTs/gene-mRpL53/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-mRpL37/gene-mRpS11/gene-mRpL10/gene-mRpS10/gene-OXA1L/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-mtTFB2/gene-mRpS24/gene-bonsai/gene-LOC142978230/gene-mRpS31/gene-mRpL17/gene-CRIF/gene-mRpL1/gene-mRpL45/gene-mRpL4/gene-LOC142974534/gene-mRpL24/gene-LOC142974472/gene-mRpL50/gene-Nfs1/gene-Rim2/gene-LOC142973375/gene-mRpL38/gene-AspRS-m/gene-mRpS25/gene-mRpL22/gene-mRpS30/gene-mRpS5/gene-DNApol-gamma35/gene-GatA/gene-SerRS-m/gene-LOC142974411/gene-mRF1/gene-mRpL11",86
"SKTI","GO:0022411","cellular component disassembly","148/3526","260/9658",0.569230769230769,1.559169248222,6.93064141446281,9.52770504876275e-12,1.55709922511208e-09,1.2257070179273e-09,"gene-LOC142982010/gene-mRpL49/gene-osa/gene-bc10/gene-LOC142975164/gene-LOC142980570/gene-arm/gene-mRpS18C/gene-mRpL40/gene-TER94/gene-hep/gene-Cisd2/gene-mRpS6/gene-LOC142980898/gene-Bap60/gene-mRpL15/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-LOC142977493/gene-Mmp1/gene-Spn/gene-LOC142984108/gene-mRpL13/gene-mRpS9/gene-LOC142986840/gene-Syx17/gene-Efa6/gene-mRpL47/gene-Ist1/gene-mRpL16/gene-mRpS7/gene-LOC142974657/gene-LOC142981581/gene-mRpL27/gene-mRpL32/gene-mRpS34/gene-mRpL46/gene-kuz/gene-arr/gene-Pym/gene-LOC142975056/gene-mRpS2/gene-Khc/gene-LOC142987909/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-EndoA/gene-mRpS18A/gene-mRpL23/gene-garz/gene-Irbp18/gene-mRRF1/gene-fz2/gene-LOC142987512/gene-Synj/gene-stai/gene-LOC142986094/gene-mRpS33/gene-mRpS21/gene-fab1/gene-mRpS14/gene-mRpL9/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-mRpL37/gene-LOC142977648/gene-mRpS11/gene-Top2/gene-mRpS10/gene-OXA1L/gene-mRpL35/gene-mRpL19/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-Klp10A/gene-Rrp46/gene-DENR/gene-Cnep1r2/gene-psidin/gene-Usp5/gene-MCTS1/gene-mRpL44/gene-mRpL54/gene-Syx5/gene-LOC142981333/gene-mRpL48/gene-LOC142987395/gene-mRpS24/gene-Atg17/gene-bonsai/gene-pix/gene-atl/gene-Ubqn/gene-mRpS31/gene-Fur1/gene-mRpL17/gene-CRIF/gene-Klc/gene-Bap111/gene-mRpL1/gene-Atg9/gene-mRpL45/gene-mRpL4/gene-Dcr-1/gene-Axn/gene-cyp33/gene-LOC142974534/gene-Atg8/gene-mRpL24/gene-LOC142974472/gene-Pex23/gene-BNIP3/gene-LOC142976396/gene-LOC142985075/gene-Dd/gene-LOC142973375/gene-mRpL38/gene-pelo/gene-mRpS25/gene-eRF1/gene-Bap170/gene-Lpin/gene-Cap-G/gene-mRpL22/gene-dsh/gene-dre4/gene-mRpS30/gene-mRpS5/gene-stj/gene-Vps28/gene-LOC142973964/gene-spas/gene-Flo1/gene-sip1/gene-Vps24/gene-Mical/gene-LOC142987403/gene-LOC142980490/gene-LOC142974411/gene-dcr-2/gene-Rrp6/gene-TSG101/gene-mRF1",148
"SKTI","GO:0033365","protein localization to organelle","245/3526","478/9658",0.51255230125523,1.40392232714776,6.86833807758019,1.07961356946143e-11,1.72182304890567e-09,1.35537322261575e-09,"gene-bel/gene-Akt/gene-LOC142986676/gene-yps/gene-Srp14/gene-RpS11/gene-RpL13/gene-ALiX/gene-blp/gene-LOC142980365/gene-RpL14/gene-RpL38/gene-LOC142987685/gene-LOC142984096/gene-BicD/gene-LOC142974540/gene-RpS10b/gene-Stam/gene-RpL37-1/gene-LOC142980064/gene-Dhc64C/gene-Tim8/gene-Ntf-2/gene-RpL36A/gene-Pex2/gene-RpL24/gene-Nup205/gene-RpL29/gene-Vps15/gene-Trx2/gene-LOC142977493/gene-garnet/gene-RpS12/gene-Ran/gene-Spn/gene-LOC142987536/gene-RpL34/gene-dia/gene-RpL37A/gene-LOC142986840/gene-vtd/gene-RpS2/gene-RpS30/gene-hook/gene-Smurf/gene-Pex13/gene-RpL31/gene-LOC142974928/gene-Vps13/gene-RpL19/gene-LOC142981302/gene-BmDJ-1beta/gene-MICAL-like/gene-Tnpo/gene-Nedd4/gene-lsn/gene-RpL10/gene-RpL27/gene-LOC142987153/gene-RpS7/gene-CDC50/gene-LOC142984806/gene-Dci/gene-Dhrs4/gene-Karybeta3/gene-LOC142978902/gene-RpS21/gene-mge/gene-Spase12/gene-LOC142981658/gene-SkpA/gene-RpL22/gene-LOC142984090/gene-Nipped-B/gene-LOC142978249/gene-mib1/gene-Taf3/gene-RpS28b/gene-rictor/gene-LOC142974795/gene-RpL23/gene-RpL13A/gene-Nup98-96/gene-RpLP1/gene-RpS3/gene-trio/gene-PPP1R15/gene-Spase22-23/gene-garz/gene-Pex3/gene-LOC142983192/gene-RpS8/gene-RpL12/gene-fab1/gene-Vps13B/gene-tim/gene-LOC142981532/gene-LOC142986486/gene-RpL32/gene-faf/gene-rb/gene-RpL28/gene-Tim9a/gene-LOC142974864/gene-LOC142978810/gene-Phb2/gene-LOC142981304/gene-knockout/gene-RpS29/gene-Sgf29/gene-RpS14/gene-Hrs/gene-Gdap1/gene-LOC142972452/gene-LOC142974003/gene-ktub/gene-LOC142987341/gene-Klp10A/gene-LOC142977083/gene-RpS3A/gene-Srp9/gene-LOC142979342/gene-Spase25/gene-pink/gene-Vap33/gene-cdm/gene-Cnep1r2/gene-LOC142972243/gene-RpL17/gene-Nup154/gene-RpS20/gene-Pex10/gene-RpS25/gene-LOC142974126/gene-LOC142974963/gene-RpL15/gene-LOC142986792/gene-mrj/gene-Amacr/gene-RpS13/gene-LOC142976150/gene-LOC142973667/gene-RpLP0/gene-Rcc1/gene-cry2/gene-Tnks/gene-exd/gene-Pmm2/gene-Fur1/gene-Drp1/gene-KdelR/gene-BBS9/gene-CenB1A/gene-LOC142975911/gene-RpL11/gene-Pi4KIIalpha/gene-Tim10/gene-LOC142978465/gene-LOC142974689/gene-wapl/gene-Atg9/gene-Arf102F/gene-jub/gene-RpL7A/gene-LOC142972213/gene-sw/gene-bsk/gene-Hex-A/gene-Nup188/gene-Kap-alpha3/gene-htt/gene-LOC142981634/gene-RpL7/gene-LOC142979242/gene-Ide/gene-Tango11/gene-Rack1/gene-Art4/gene-LOC142984846/gene-LOC142975016/gene-LOC142985075/gene-mle/gene-LOC142977570/gene-Hmgc/gene-Sec13/gene-LOC142982175/gene-LOC142986743/gene-Nol8/gene-LOC142978729/gene-Dd/gene-CenG1A/gene-shot/gene-LOC142974453/gene-LOC142980509/gene-Chi/gene-LOC142981334/gene-E(z)/gene-PpD3/gene-Sec61beta/gene-msk/gene-LOC142976803/gene-Tim23/gene-LOC142974110/gene-LOC142976516/gene-neur/gene-Cc2d2a/gene-Lpin/gene-LOC142978848/gene-LOC142979085/gene-Vps36/gene-INPP5E/gene-ScpX/gene-dsh/gene-RpL4/gene-BBS1/gene-LOC142979983/gene-Gp210/gene-RpS6/gene-Vps28/gene-LOC142985486/gene-RanBP3/gene-Girdin/gene-LOC142974477/gene-LOC142978941/gene-LOC142983499/gene-S1P/gene-drn/gene-LOC142978604/gene-Nup133/gene-Rab1/gene-cyc/gene-LOC142984158/gene-RpL21/gene-Droj2/gene-LOC142977187/gene-LOC142976910/gene-Idh/gene-LOC142985452/gene-Arl2/gene-LOC142974663/gene-Arfrp1/gene-hth/gene-Sas-4/gene-DnaJ-17/gene-mei-41",245
"SKTI","GO:0006613","cotranslational protein targeting to membrane","50/3526","64/9658",0.78125,2.13990711854793,6.93778428495514,1.10373272365748e-11,1.72182304890567e-09,1.35537322261575e-09,"gene-RpS11/gene-RpL13/gene-RpL14/gene-RpL38/gene-RpS10b/gene-RpL37-1/gene-RpL36A/gene-RpL24/gene-RpL29/gene-RpS12/gene-RpL34/gene-RpL37A/gene-RpS2/gene-RpS30/gene-RpL31/gene-RpL19/gene-RpL10/gene-RpL27/gene-RpS7/gene-RpS21/gene-RpL22/gene-RpS28b/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-RpS3/gene-RpS8/gene-RpL12/gene-RpL32/gene-RpL28/gene-RpS29/gene-RpS14/gene-RpS3A/gene-Srp9/gene-RpL17/gene-RpS20/gene-RpS25/gene-RpL15/gene-RpS13/gene-LOC142973667/gene-RpLP0/gene-RpL11/gene-l(1)G0320/gene-RpL7A/gene-RpL7/gene-Sec61beta/gene-SrpRalpha/gene-RpL4/gene-RpS6/gene-RpL21",50
"SKTI","GO:0006401","RNA catabolic process","115/3526","191/9658",0.602094240837696,1.64918496256678,6.87131950717977,1.60832998683174e-11,2.45323933991401e-09,1.93112463682042e-09,"gene-RpS11/gene-Upf1/gene-RpL13/gene-LOC142978501/gene-RpL14/gene-RpL38/gene-Cnot4/gene-mago/gene-nonC/gene-RpS10b/gene-Not1/gene-RpL37-1/gene-Regnase-1/gene-LSm1/gene-RpL36A/gene-roq/gene-RpL24/gene-Psi/gene-Cbp20/gene-RpL29/gene-LOC142987276/gene-RpS12/gene-LOC142984803/gene-RpL34/gene-RpL37A/gene-LOC142977474/gene-gw/gene-RpS2/gene-RpS30/gene-LOC142983616/gene-LOC142978219/gene-RpL31/gene-Sir-3/gene-Sir-1/gene-AGO1/gene-RpL19/gene-LOC142985268/gene-Ythdf/gene-pcm/gene-RpL10/gene-RpL27/gene-RpS7/gene-Pym/gene-RpS21/gene-Rpb7/gene-LOC142985465/gene-RpL22/gene-btz/gene-RpS28b/gene-Edc3/gene-RpL23/gene-RpL13A/gene-Unr/gene-RpLP1/gene-RpS3/gene-Smg6/gene-RpS8/gene-RpL12/gene-LOC142983189/gene-RpL32/gene-RpL28/gene-RpS29/gene-RpS14/gene-RpS3A/gene-LSm3/gene-Rrp46/gene-su(sable)/gene-RpL17/gene-LOC142986278/gene-RpS20/gene-RpS25/gene-Rrp4/gene-tst/gene-RpL15/gene-LOC142974426/gene-LOC142978852/gene-eIF4AIII/gene-RpS13/gene-LOC142973667/gene-RpLP0/gene-heph/gene-LOC142984719/gene-pix/gene-Rat1/gene-RpL11/gene-LSm7/gene-Not3/gene-LOC142982193/gene-RpL7A/gene-Dcr-1/gene-LOC142974542/gene-smg/gene-RpL7/gene-Dna2/gene-LOC142978882/gene-LOC142975938/gene-Rrp40/gene-PAN3/gene-pelo/gene-LOC142974964/gene-Zpr1/gene-eRF1/gene-LOC142980839/gene-LOC142978391/gene-RpL4/gene-LOC142976667/gene-RpS6/gene-Tbp/gene-LOC142985526/gene-twin/gene-Tudor-SN/gene-DCP1/gene-RpL21/gene-tsu/gene-Rrp6",115
"SKTI","GO:0040029","epigenetic regulation of gene expression","128/3526","219/9658",0.584474885844749,1.60092412010453,6.8208719611832,2.11624831895787e-11,3.1527892783671e-09,2.48179170743748e-09,"gene-bel/gene-Su(z)12/gene-Ranbp21/gene-Spt5/gene-osa/gene-Upf1/gene-nej/gene-LOC142975301/gene-arm/gene-LOC142978501/gene-Not1/gene-eIF1/gene-Sf3b1/gene-Cbp20/gene-Bap60/gene-LOC142987276/gene-LOC142973132/gene-LOC142984108/gene-MRG15/gene-LOC142987440/gene-gw/gene-grp/gene-e(y)3/gene-AGO1/gene-Pp2C1/gene-LOC142972436/gene-LOC142982670/gene-HDAC4/gene-pcm/gene-ash1/gene-upSET/gene-Spt6/gene-LOC142984090/gene-Rpb12/gene-RpI135/gene-gpp/gene-LOC142973734/gene-Rbfox1/gene-Khc/gene-MTA1-like/gene-tara/gene-Usp7/gene-LOC142976459/gene-LOC142986113/gene-LOC142980860/gene-Unr/gene-nito/gene-LOC142977695/gene-FBXO11/gene-Smg6/gene-LOC142973507/gene-trsn/gene-polybromo/gene-jing/gene-spn-E/gene-LOC142986486/gene-Rpb8/gene-Bin1/gene-LOC142975305/gene-Top2/gene-LOC142975609/gene-LOC142981452/gene-Gyf/gene-LOC142977989/gene-Tet/gene-E(Pc)/gene-Tis11/gene-LOC142984224/gene-LOC142975011/gene-Ago2/gene-Ack/gene-PH/gene-LOC142974426/gene-wge/gene-LOC142979371/gene-l(3)mbt/gene-Gcn5/gene-Smox/gene-RpI12/gene-LOC142982946/gene-RpII18/gene-Polr1C/gene-drosha/gene-Ubr1/gene-dop/gene-LOC142983803/gene-LOC142975866/gene-AGO3/gene-jub/gene-Dcr-1/gene-qin/gene-LOC142972469/gene-Hmt4-20/gene-LOC142981050/gene-tna/gene-VIG/gene-mle/gene-pelo/gene-Dnmt1/gene-LOC142983442/gene-E(z)/gene-Bap170/gene-LOC142980839/gene-Ars2/gene-LOC142978391/gene-Hsc70-4/gene-scf/gene-HPS4/gene-LOC142974658/gene-LOC142976794/gene-vir/gene-Tbp/gene-Polr1F/gene-twin/gene-LOC142985107/gene-HDAC6/gene-Tlk/gene-Tudor-SN/gene-DCP1/gene-LOC142980749/gene-LOC142976910/gene-LOC142985452/gene-Ada3/gene-Jarid2/gene-dcr-2/gene-glu/gene-Rrp6/gene-Rpb5",128
