gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
gene-mTor,205.84692480880588,-2.3915685653860423,0.3392321996888752,-7.328150090516241,2.3335130075138777e-13,1.8619400874178778e-11,down
gene-LOC142979623,330.8831165492607,-3.756585570169276,0.5412735933454866,-7.327177143094003,2.3505104800586383e-13,1.8619400874178778e-11,down
gene-Sap-r,5868.963323937228,-4.435999127182987,0.6463136275592025,-7.304732068271779,2.778197815288241e-13,2.183400975936372e-11,down
gene-lqf,1342.3002663091704,-5.163078602278289,0.7535218894669076,-7.298751409910896,2.9045037814745455e-13,2.2648322064763623e-11,down
gene-LOC142987536,1330.7325227212625,2.6529209762689963,0.3798760931805139,7.291279469306229,3.0702513472628935e-13,2.3572445151562263e-11,up
gene-Vps15,269.95826191522895,-4.254768274550842,0.6186744400041052,-7.291418957527271,3.0670736617542974e-13,2.3572445151562263e-11,down
gene-LOC142987402,3442.051376872301,3.0675948616377573,0.4427345226947802,7.27535239553182,3.455173007153915e-13,2.6325253270536813e-11,up
gene-LOC142980234,4118.259806397725,4.200831680131042,0.6156835022318305,7.238328118924817,4.542494076031028e-13,3.434744952489825e-11,up
gene-Trc8,657.2870159633502,-2.7185510735798863,0.3934100338650146,-7.229686474275799,4.841103577554537e-13,3.633011639667056e-11,down
gene-LOC142978054,931.6459153412076,-2.86161401359133,0.4157196882750184,-7.218209858369589,5.267638291686813e-13,3.8376859700238e-11,down
gene-LOC142979552,690.6470784220573,2.868414143891232,0.4165795067269733,7.218922533523932,5.240109362867205e-13,3.8376859700238e-11,up
gene-Glob1,5674.696841570066,3.2387896893293844,0.4722795382316431,7.219882329979551,5.203257836448925e-13,3.8376859700238e-11,up
gene-LOC142972485,282.3151577332548,-3.364863216789609,0.4913589187807131,-7.218562105543175,5.254014129114055e-13,3.8376859700238e-11,down
gene-jar,4350.660033125795,-3.0889792340955964,0.451557890982721,-7.202688434223058,5.903677031739863e-13,4.269898583608375e-11,down
gene-eIF4B,1362.9173525191768,-2.9535049395378574,0.431309288671555,-7.192369192316344,6.367656383751684e-13,4.572343767354357e-11,down
gene-ND-B15,3688.155178437271,4.011101047900958,0.5920173336045156,7.181095068980635,6.915524093593322e-13,4.9051145863580246e-11,up
gene-ATPsynF,17154.189670899377,4.52171667279242,0.6697654213168172,7.180821502687513,6.929377383794024e-13,4.9051145863580246e-11,up
gene-Ufc1,2116.693764228085,2.654698179423124,0.387217987861035,7.167157850029151,7.657072871656958e-13,5.382059460000569e-11,up
gene-sun,13705.553899236143,5.041335754701944,0.7512136152122505,7.163295841017811,7.876012447912593e-13,5.4972363806024886e-11,up
gene-LOC142979245,2210.4695116634507,2.6170663333386,0.3824986914239979,7.154146791309596,8.419493407582621e-13,5.835761368130703e-11,up
gene-Acadvl,706.3935024954593,-2.9167469596494078,0.4285422291808811,-7.148500628036032,8.77308491240805e-13,6.038907621430672e-11,down
gene-Tak1,189.82730799714597,-3.6149384408236607,0.5350276612288583,-7.141009576111498,9.26478963037954e-13,6.333689404165629e-11,down
gene-Ufm1,1710.098115414966,3.003863037244429,0.4426635847736794,7.133468199454079,9.78709293931692e-13,6.645236369205589e-11,up
