	ID-1	ID-2	ID-3	ID-5	ID-7	ID-8	ID-9	ID-10	ID-12	ID-14	ID-15	ID-16	ID-18
gene-bdl	5	1	1	4	9	6	0	0	0	1	0	0	53
gene-Bdp1	108	51	150	114	32	22	18	1	14	17	2	6	108
gene-be2	17	19	5	24	11	64	13	11	9	1	12	2	47
gene-beag	532	337	477	398	382	297	187	133	151	90	216	143	672
gene-beat-IIIc	44	19	63	30	26	0	8	1	15	10	13	9	72
gene-beg	37	23	75	95	48	52	12	1	0	6	4	1	81
gene-bel	4610	2729	3325	3700	1804	1664	390	256	320	399	578	484	5075
gene-Bem46	226	226	518	771	150	243	340	146	267	321	413	515	162
gene-bent	340	239	297	214	1915	7444	57	34	167	152	476	159	13702
gene-Best2	50	19	70	56	16	179	25	18	20	20	18	17	660
gene-Bet1	980	1176	1308	1067	783	324	1231	1320	2092	1409	3113	2968	477
gene-Bet3	148	204	185	186	114	125	295	462	228	134	602	1045	223
gene-Bet5	315	231	348	271	100	75	950	631	1263	799	1091	1159	256
gene-beta-Man	62	63	143	26	49	0	14	15	13	3	1	0	988
gene-beta-PheRS	452	209	289	1050	195	385	44	69	88	81	119	104	1269
gene-beta'COP	3683	1333	1709	3607	1117	1624	427	166	382	352	580	444	3473
gene-beta3GalTII	99	74	171	107	64	13	151	61	86	99	102	114	117
gene-betaCOP	1779	654	1228	1811	377	829	126	77	113	112	167	167	2448
gene-betaggt-I	684	697	394	437	135	136	408	179	522	270	421	399	267
gene-betaggt-II	527	563	850	729	627	317	755	588	1131	685	832	1262	559
gene-BGRP1	451	132	20	19	195	244	46	25	113	4	37	7	1690
gene-BGRP2	630	288	222	121	258	349	147	55	62	29	66	32	9129
gene-BGRP3	11	15	108	5	150	177	20	31	48	16	4	6	11588
gene-BHD	345	232	454	257	361	121	691	403	527	492	463	482	196
gene-BI-1	8584	9712	8483	7556	3199	3836	16117	12915	27329	16814	22011	24802	4217
gene-bib	3	9	7	4	9	0	6	0	0	2	0	0	83
gene-bic	2411	1407	2499	4906	2052	2289	2394	2318	2820	3082	2859	2731	11395
gene-BicC	3	0	0	1	0	0	0	0	0	0	0	0	2
gene-BicD	807	342	407	970	419	513	66	45	48	147	296	212	1090
gene-bif	2025	1093	232	1802	378	1020	537	318	270	649	614	602	1853
gene-bigmax	3190	3473	2625	2885	1380	1266	7155	5635	7132	6447	5219	7793	2194
gene-Bili	1	0	3	0	0	0	0	0	0	2	0	5	33
gene-Bin1	185	107	182	392	39	162	465	446	757	393	693	772	255
gene-bisc	76	565	792	305	75	121	27	1018	1201	27	556	1218	144
gene-Bka	78	55	103	124	130	62	79	95	209	90	240	185	124
gene-black	3	0	4	0	17	1146	57	0	6	3	5	3	736
gene-Blimp-1	7	0	0	1	0	0	0	0	0	0	0	0	590
gene-Blm	224	61	110	147	58	22	31	9	18	10	27	9	115
gene-blo	49	27	172	36	215	175	23	15	13	8	17	11	1918
gene-Blos1	432	369	373	285	326	339	1142	882	1792	1063	1510	1770	232
gene-Blos2	579	669	750	379	560	409	203	174	169	298	294	283	615
gene-blp	456	339	439	1015	370	278	1817	1008	2441	1819	2599	1866	368
gene-blw	16766	7499	7365	25942	7560	25429	6474	2595	3440	2447	3422	2638	55861
gene-Bm-re	0	9	10	0	0	0	0	9	2	0	0	0	576
gene-bma	0	2	1	0	0	0	0	0	0	0	2	2	3
gene-Bmap-A	1	6	0	1	0	5	0	0	0	4	5	0	130
gene-Bmcp	147	80	120	39	98	0	16	18	19	36	21	26	120
gene-BmDJ-1beta	1453	386	693	759	628	1084	4184	1921	9518	3652	7661	5426	3186
gene-bmm	924	248	28	606	54	120	174	150	148	75	58	224	34
gene-BmMET2	60	47	28	7	6	9	11	9	7	1	7	4	53
gene-BmorPDSN	0	0	21	5	65	28	45	38	21	3	12	0	1972
gene-Bmp-2	710	426	614	1068	703	510	421	195	287	187	128	213	2369
gene-Bmptp-Z	253	325	448	194	297	220	89	39	41	82	129	155	486
gene-BNIP3	11451	27378	44647	3378	15795	676	3514	2015	1105	1038	264	810	9515
gene-bnl	15	27	35	41	9	72	7	3	13	2	30	4	400
gene-boca	438	244	291	526	156	295	1047	730	1691	525	2298	2193	804
gene-boi	162	123	257	9	185	69	31	13	47	24	32	20	1371
gene-BomSIFR	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-bon	364	96	164	284	89	189	15	20	21	43	69	41	918
gene-bonsai	237	126	194	289	110	352	359	274	1008	448	1322	762	195
gene-bor	290	70	177	657	3	129	123	49	187	110	162	130	216
gene-bora	45	43	59	31	0	0	15	17	9	13	14	16	141
gene-BORCS5	196	180	331	190	159	62	215	170	227	112	125	168	123
gene-BORCS6	244	246	392	317	246	81	440	503	653	478	429	521	157
gene-BORCS7	85	131	164	47	91	7	245	192	246	201	228	228	69
gene-Borealin	29	32	32	30	14	17	18	13	46	22	18	43	140
gene-botv	136	54	122	78	47	18	28	7	6	19	22	24	123
gene-bou	18	21	15	21	16	16	2	23	15	11	8	8	411
gene-Boule	34	21	30	70	40	50	16	1	18	63	97	53	56
gene-bowl	536	214	868	794	189	354	35	24	14	121	31	15	1485
gene-br	244	280	1996	368	2573	463	81	47	74	423	324	155	14109
gene-Br140	153	46	86	134	44	65	12	10	29	37	36	34	252
gene-brat	289	2243	4229	233	2023	270	17	40	7	20	16	36	3031
gene-Bre1	357	262	441	309	295	124	75	26	53	119	109	110	888
gene-Brf	135	42	92	154	34	50	16	10	27	37	32	16	380
gene-brk	525	670	244	103	100	590	136	54	89	34	39	52	640
gene-Brms1	76	43	54	48	18	0	55	13	24	20	3	11	46
gene-brP-1649	2	4	351	3	54	0	6	0	0	0	0	0	1483
gene-brP-2095	19	44	9	20	37	35	52	14	78	4	9	24	828
gene-bru3	11	15	37	8	12	23	3	0	10	11	15	0	47
gene-Bruce	2462	923	1733	1498	2120	1117	147	109	111	342	425	370	2815
gene-brun	1315	654	1201	1364	495	613	177	73	145	117	127	116	1515
gene-BRWD3	54	2	6	25	0	0	0	0	0	0	0	0	53
gene-bs	257	154	220	256	69	174	88	25	38	74	91	42	597
gene-bsf	552	167	257	968	211	546	335	122	304	484	478	346	1098
gene-Bsg	15800	12436	12721	13534	10677	7526	5220	3537	6531	3442	4234	6126	9294
gene-bsk	6681	5887	3902	2009	8736	803	712	567	289	1204	1370	2331	2057
gene-BTBD9	405	634	1431	238	1310	106	161	62	50	175	163	125	521
gene-Btk29A	402	248	303	274	227	123	129	56	73	99	97	117	735
gene-Btl	6291	4537	10195	2475	2656	404	1091	459	392	424	248	606	1203
gene-Btr175	35286	20856	18056	16181	12090	6067	2001	1297	926	1399	1295	1207	4
gene-btv	4	5	10	3	8	0	2	0	0	0	3	0	63
gene-btz	673	208	475	244	287	301	60	47	45	120	126	72	572
gene-Bub1	547	236	457	271	183	111	187	64	201	206	253	167	508
gene-Bub3	148	161	300	233	111	128	1	95	97	199	169	151	334
gene-bug	375	322	519	399	236	351	555	443	583	575	883	984	462
gene-Bug22	156	138	238	250	150	143	270	216	459	299	359	313	225
gene-BuGZ	1412	1273	1673	1365	1386	746	202	142	91	50	85	100	3396
gene-Bulli	604	676	1093	529	263	234	354	156	228	209	246	276	403
gene-bur	2170	976	1264	2206	593	655	667	261	258	247	193	237	6350
gene-Burs	2	0	1	0	9	0	0	0	2	1	0	0	3
gene-bwa	59	332	458	58	254	109	40	57	16	39	4	11	1228
gene-Bx	4	11	17	8	12	18	4	7	6	0	0	1	245
gene-Bx42	2271	1965	3190	1773	2408	696	785	718	941	617	515	615	2022
gene-by	3038	1210	957	2005	387	658	291	172	307	452	1336	737	1210
gene-byn	1	5	54	0	89	101	42	12	34	5	0	0	1
gene-bys	554	583	805	1015	373	290	1008	810	679	859	577	709	1098
gene-C/EBP	70	1291	3889	7	1526	0	7	3	3	35	2	3	24
gene-c11.1	862	761	635	556	252	140	134	171	83	182	88	102	1059
gene-c12.1	1058	1381	1920	1144	725	318	1093	790	994	672	941	1118	584
gene-c12.2	341	100	120	206	56	85	70	7	71	32	116	48	107
gene-C15	0	3	0	0	0	0	0	1	0	0	0	0	25
gene-C1GalTA	323	99	78	377	3	83	101	28	85	151	163	129	29
gene-C3G	1490	732	639	909	298	450	93	44	50	115	114	117	1030
gene-ca	56	60	139	51	54	43	15	17	22	19	10	10	279
gene-Ca-alpha1T	27	28	64	26	73	232	14	0	9	19	28	13	61
gene-Ca-Ma2d	16	21	70	183	46	334	8	14	13	78	4	7	705
gene-CaBP1	1667	1553	2461	2733	935	1306	1479	973	1313	1066	2321	2161	10936
gene-cac	12	9	31	4	59	60	0	0	1	0	14	2	42
gene-cact	2613	3195	3916	1749	2140	2110	1612	799	2018	1808	2790	2092	1851
gene-cactin	717	476	716	678	698	410	389	241	355	189	168	208	984
gene-cad	1281	1080	551	762	72	536	858	495	459	807	332	604	0
gene-Cad74A	5	0	41	0	11	12	0	0	0	0	1	3	283
gene-Cad86C	2	6	34	7	5	29	6	4	0	0	2	0	499
gene-Cad89D	35	0	24	5	0	16	0	3	24	0	2	0	33
gene-Cad96Ca	11	8	47	10	17	25	19	13	25	16	7	3	252
gene-Cad99C	4	10	39	4	23	0	3	6	0	1	0	3	834
gene-Cadps	12	12	15	12	27	0	0	9	6	5	0	0	76
gene-Caf1-105	54	98	97	98	57	12	30	7	36	26	32	25	267
gene-Caf1-55	663	370	973	695	627	251	305	137	203	204	224	178	2644
gene-CAH3	718	1313	378	2760	542	2730	4784	4444	5086	6901	4459	1704	2
gene-CAH9	51	18	950	12	207	504	40	46	95	24	15	5	19
gene-CAHbeta	81	65	66	224	32	33	245	92	427	298	886	475	20
gene-CalpA	780	447	343	934	437	1383	210	90	198	185	170	169	4363
gene-CalpC	8	12	10	0	0	0	2	12	6	0	3	0	757
gene-Cals	1689	1072	1112	1052	1044	2163	91	73	196	199	423	398	12547
gene-Calx	1	2	5	2	0	3	1	4	0	0	6	0	33
gene-calypso	396	546	938	272	579	161	339	266	266	234	185	241	343
gene-CaMKII	126	128	176	110	81	149	65	63	67	62	107	71	798
gene-Camta	564	645	1200	554	610	439	102	74	63	317	397	124	7
gene-CanB	1219	725	1501	1118	872	899	388	187	312	156	230	146	2897
gene-Cand1	1231	651	707	1313	487	513	110	82	101	110	162	170	4527
gene-CAP	1957	1330	788	2256	301	1094	763	624	439	1059	743	422	539
gene-Cap-D2	14	14	11	9	10	0	2	7	75	6	16	6	76
gene-Cap-d3	11	11	4	3	0	0	2	0	6	13	3	3	33
gene-Cap-G	461	15	67	42	67	20	6	0	28	24	12	7	110
gene-CAPA	1	4	3	1	0	0	0	0	0	0	0	0	0
gene-Caper	1560	864	1681	1323	1413	1455	629	563	942	915	1445	1181	2239
gene-Capr	1704	1236	1475	2194	751	553	743	384	386	434	221	307	4208
gene-capt	6733	3250	1542	14241	942	3445	947	423	983	970	877	1693	2543
gene-capu	443	150	93	233	54	221	111	46	129	123	183	133	698
gene-car	1239	1407	1495	941	1377	302	882	616	727	539	425	560	817
gene-carmine	291	300	587	228	200	152	152	220	252	205	263	305	673
gene-cas	6	5	30	5	11	17	0	6	2	2	6	0	182
gene-casp	2956	3339	7803	2177	5164	491	846	583	374	290	308	404	4204
gene-Casp-4	10067	10115	10696	7811	4962	2120	8716	7370	8102	7068	6764	9746	0
gene-Caspase1	1028	3482	2318	874	1977	162	429	549	369	258	291	383	1222
gene-cass	705	344	739	780	360	349	137	99	208	324	506	361	1329
gene-Cat	10681	8969	25476	11489	12987	1915	4549	3781	4072	7786	2640	2541	21388
gene-CatD	5497	7710	18817	3585	16135	993	1196	1012	543	725	356	543	42730
gene-Catl-like	1402	1361	175	2489	420	865	1296	3439	2133	1652	1286	1318	7
gene-Catsup	1621	1000	1104	1623	515	864	2314	1559	2841	2492	4664	3698	1599
gene-Cb10	329	303	149	51	103	883	100	35	92	8	29	84	810
gene-cbc	383	324	447	682	242	171	215	80	211	117	138	210	643
gene-Cbl	1233	396	231	1113	203	307	173	72	254	245	318	476	331
gene-CBP	3	3	1	0	0	0	0	10	2	5	10	9	1369
gene-Cbp20	243	115	236	279	180	163	477	449	747	562	1020	769	481
gene-Cbp53E	0	2	175	0	0	50	0	1	1	3	21	0	16
gene-Cbp80	380	171	197	284	113	137	144	53	58	85	86	67	771
gene-cbt	2694	621	1119	1510	1040	1501	108	105	138	44	125	101	995
gene-Cby	2	0	4	1	0	0	1	10	1	2	10	1	2
gene-Cbz	57592	42297	36237	51888	17885	19370	39185	21842	32127	30309	29587	33591	16051
gene-Cc2d2a	15	9	28	17	22	24	24	75	39	3	19	24	9
gene-CCAP	0	0	0	0	5	0	0	0	0	0	0	0	32
gene-CCDC151	1	8	9	0	0	0	0	0	0	0	0	0	0
gene-ccdc25	248	105	190	368	152	339	236	108	481	364	1040	902	402
gene-CCDC53	369	418	707	255	215	66	688	457	575	363	294	480	107
gene-Ccdc56	163	96	126	319	24	160	577	210	599	438	615	552	180
gene-Ccdc58	47	52	106	164	126	196	205	99	378	328	811	463	113
gene-Ccdc85	2	1	8	0	10	0	0	0	0	2	1	0	158
gene-CCE-un1	609	463	169	1673	548	36	652	1489	1305	515	382	607	84
gene-CCHa1	26	20	6	15	0	14	82	54	21	64	19	70	14
gene-CCHa2	168	81	185	49	79	62	328	320	392	221	180	58	10
gene-Cchl	990	333	335	2077	119	570	1175	591	2032	1404	2033	2126	563
gene-Ccm3	901	1037	1004	937	507	368	1549	960	1557	1113	1370	1644	392
gene-Ccnl1	577	320	469	694	500	467	252	179	505	296	525	815	392
gene-Ccs	1869	1674	1170	1626	331	292	2357	1274	2401	1488	1083	1800	239
gene-CCT1	2672	2591	3115	5148	1631	1551	2080	1384	1055	1092	758	783	8899
gene-CCT2	1619	892	1688	3043	671	1134	1003	589	1116	1064	812	882	5460
gene-CCT3	1601	890	1070	3402	814	1399	861	411	637	747	795	633	6137
gene-CCT4	834	487	769	2225	277	721	610	347	488	487	397	551	4115
gene-CCT5	3058	1610	2682	5138	1501	2316	1291	590	737	677	655	563	11741
gene-CCT6	706	433	745	2127	505	724	761	296	949	630	816	737	4275
gene-CCT7	1629	829	1228	3142	459	984	1587	771	945	685	498	491	6481
gene-CCT8	1177	846	1242	3235	956	1446	1158	934	2120	1210	2470	1994	4507
gene-Ccz1	535	446	909	381	292	124	1126	692	1051	590	662	1089	224
gene-cd	26	23	25	7	45	0	3	1	2	1	1	0	83
gene-CD98hc	3250	2233	3160	1398	2443	1159	802	493	451	228	310	308	7126
gene-Cda4	32	36	51	9	71	62	18	16	22	3	11	0	4313
gene-Cda5	0	2	6	2	0	8	0	0	0	0	0	0	3165
gene-CDase	3783	9440	15555	1960	4976	126	1618	695	233	172	27	234	1013
gene-Cdc10	298	266	489	418	324	334	296	204	394	360	278	339	432
gene-Cdc16	76	29	54	97	20	13	5	5	19	0	3	3	108
gene-Cdc25	94	97	190	94	111	44	42	14	21	19	15	11	147
gene-Cdc27	788	704	1256	793	698	284	360	186	319	307	282	293	635
gene-Cdc37	1852	637	873	1713	469	1228	2244	1390	4229	2163	4064	4076	1941
gene-Cdc42	2904	2954	4860	3902	2600	1627	1706	858	1468	1628	2026	1764	5809
gene-Cdc45	43	53	185	54	62	0	10	0	20	0	0	0	76
gene-Cdc5	575	283	591	552	170	86	141	98	102	125	56	114	831
gene-CDC50	1907	1837	2372	1995	1461	1089	697	362	444	687	766	848	665
gene-Cdc7	203	136	485	271	131	84	65	45	46	91	85	127	249
gene-Cdep	530	236	530	280	175	540	105	60	98	117	245	163	326
gene-cdi	466	453	814	368	726	235	111	115	70	320	266	156	886
gene-Cdk1	115	203	150	218	79	33	55	63	37	23	34	52	273
gene-Cdk12	534	135	420	437	117	215	50	18	25	29	20	12	412
gene-Cdk2	41	77	102	66	76	3	26	33	12	13	8	20	413
gene-Cdk4	30	20	45	46	22	15	12	0	12	12	13	11	152
gene-Cdk5	114	62	87	126	12	48	146	77	169	153	113	133	155
gene-Cdk5alpha	3	0	0	0	0	0	0	0	1	0	0	0	62
gene-Cdk7	101	598	123	39	835	235	403	15	347	212	36	565	426
gene-Cdk8	527	289	519	337	131	60	297	175	400	333	358	452	199
gene-Cdk9	174	186	86	31	34	51	163	50	35	66	16	42	253
gene-cdm	419	197	130	450	132	152	49	22	29	34	22	69	328
gene-Cds	38	343	263	251	60	56	23	43	1	60	25	23	248
gene-Ced-12	416	366	693	568	179	199	212	101	218	226	227	309	235
gene-ced-6	430	1153	1037	518	345	211	168	82	85	62	51	80	1579
gene-CenB1A	354	324	722	437	596	123	93	52	35	185	96	86	368
gene-CenG1A	498	368	426	349	191	116	113	56	20	235	51	63	382
gene-centrocortin	8981	5497	1692	7184	505	3438	2635	1372	997	1536	877	1394	3143
gene-Cep135	66	34	62	59	42	6	39	12	17	33	20	38	14
gene-Cep164	5	0	0	4	0	0	0	0	0	1	2	0	7
gene-Cep89	5	0	8	3	11	0	1	0	0	0	1	4	7
gene-Cep97	25	21	27	28	44	0	29	12	9	5	13	14	75
gene-cert	2525	2873	2890	2181	1671	841	845	680	467	789	386	674	941
gene-cg	308	431	709	145	546	50	101	46	61	108	63	57	454
gene-chas	91	50	84	114	122	162	40	26	26	36	27	18	2200
gene-chb	344	308	641	268	557	342	78	80	29	208	204	152	800
gene-Chbp	38276	13356	12641	93155	7397	65244	3627	2691	6461	13743	43081	15505	3
gene-Chc	11844	7848	13209	7635	6395	1782	473	369	278	922	1119	1149	9404
gene-Chchd2	5989	6875	16559	9316	7615	3153	7751	5183	10141	5289	5974	5171	3790
gene-Chd1	1925	995	1878	1557	862	486	391	333	394	606	351	330	2169
gene-Chd64	337	512	451	413	377	1515	1202	910	1415	405	589	424	2485
gene-cher	128	111	339	81	1005	1135	19	7	42	47	68	23	26195
gene-Chi	807	667	1324	860	1204	734	389	177	222	429	398	320	1432
gene-chic	17701	16969	13917	25643	12345	13558	35794	25105	46638	34601	48908	53119	46209
gene-chico	564	574	906	917	548	328	196	73	35	293	185	139	331
gene-chif	627	427	676	512	628	197	152	88	98	104	79	48	576
gene-ChiR1	5	10	401	21	173	39	33	37	45	45	76	99	34968
gene-Chk2	72	54	83	59	75	19	33	14	58	33	89	77	63
gene-ChLD3	1	2	10	5	0	0	0	0	0	1	0	0	9
gene-chm	29	19	8	8	10	11	6	0	0	0	0	2	77
gene-Chmp1	2356	3253	6606	2226	2827	1030	2660	1877	2736	1608	2389	2556	1406
gene-CHMP2B	2903	3448	5591	4186	2372	693	2059	1475	1898	1376	1590	2896	860
gene-chn	20	10	4	17	29	48	0	0	0	0	2	0	28
gene-CHOp24	770	350	353	997	340	921	1584	835	2249	1499	3609	2688	2844
gene-chp	9	9	5	3	0	47	4	0	4	0	9	0	67
gene-Chpf	1708	1093	1081	821	474	89	18	24	1	4	16	10	972
gene-Chrac-14	48	37	43	79	44	65	33	76	173	119	349	212	235
gene-Chrac-16	45	14	25	60	19	46	95	36	90	73	98	135	110
gene-Chro	431	309	775	485	331	240	126	128	120	150	125	255	1786
gene-Chsy	283	1137	2563	555	881	96	49	83	60	156	122	126	759
gene-ChT	1	3	4	2	16	0	0	0	0	0	0	0	7
gene-Cht11	1270	1688	3577	1035	2661	297	724	535	338	848	230	454	655
gene-Cht2	63	43	132	71	20	152	27	23	29	14	11	31	827
gene-Cht5	6	8	74	17	38	72	0	0	3	0	0	0	33073
gene-Cht6	7	4	12	9	3	33	8	0	4	2	14	9	970
gene-Cht7	1	2	2	2	6	95	0	0	1	3	0	5	2198
gene-ci	15	10	24	14	14	39	5	1	5	3	4	2	2130
gene-CIA30	69	23	94	130	3	90	125	58	200	210	366	240	98
gene-Ciao1	912	762	1542	1030	707	521	1264	1187	2127	1039	1588	1681	936
gene-CIAPIN1	5182	1885	3117	2533	1205	826	5660	7344	4530	4561	2563	6200	1451
gene-cib	16461	91162	120760	47784	61176	5469	1189	4697	1096	3019	850	3319	19677
gene-cic	892	709	790	925	749	258	81	50	35	195	209	111	692
gene-cin	769	827	407	881	177	97	282	715	283	441	244	428	185
gene-Cip4	923	346	374	2060	248	568	321	156	288	325	170	279	1474
gene-Cipc	599	3803	6514	771	3073	228	616	494	178	759	273	289	3625
gene-Cirl	84	123	85	91	25	135	8	10	7	6	20	7	1371
gene-Cisd2	1356	1088	2233	3544	1880	3263	5828	3714	10370	9255	18848	10602	2664
gene-Cjhbp	5803	2452	7832	2458	453	1834	5181	3340	10238	3116	6938	6224	835
gene-ck	87	12	94	31	10	399	70	47	97	19	170	22	1426
gene-Cka	1330	755	1513	1089	486	326	63	27	18	11	31	31	2595
gene-CKIalpha	7455	7154	10470	9559	6019	4097	3870	2402	2860	3591	2781	2421	7498
gene-CkIIalpha	1036	851	1466	1782	599	494	670	611	998	1118	1421	1496	1501
gene-ckn	516	644	1924	1048	924	324	110	57	31	165	173	82	1392
gene-Cks30A	30	34	37	38	24	0	14	21	42	26	48	41	110
gene-Clbn	445	249	475	790	168	107	197	96	97	141	78	72	560
gene-Clc	9128	5945	8071	6510	5194	4078	11674	8271	16575	7630	11267	13815	8195
gene-ClC-a	560	251	253	353	83	543	275	93	147	213	213	126	337
gene-ClC-b	1532	1148	1808	881	783	343	339	179	256	184	162	305	447
gene-ClC-c	2631	3769	7106	1756	4420	950	545	336	275	703	585	611	1776
gene-Clic	4562	1393	1301	5276	650	5210	3647	1618	4891	5206	7611	5773	2686
gene-CLIP-190	1809	468	3766	1075	822	1174	66	49	45	492	135	290	1390
gene-CLIP11	188	143	423	153	453	1862	166	134	270	5	89	18	20728
gene-CLIP3	498	452	192	1472	322	39	1120	3571	2799	634	504	445	216
gene-CLIP4	13	14	60	21	136	336	56	13	57	0	7	6	1060
gene-Clk	632	561	611	403	559	350	194	121	147	301	260	250	616
gene-Cln7	870	775	1180	349	525	453	31	31	53	104	244	163	2466
gene-Clp	198	93	88	208	41	185	256	121	370	239	387	465	223
gene-ClpP	534	400	534	421	521	240	296	285	867	365	561	471	622
gene-ClpX	3659	2988	4168	1900	2364	598	1225	627	479	574	395	385	2619
gene-CLS	175	112	187	266	161	115	329	232	497	403	649	561	134
gene-clu	616	196	269	851	106	353	86	63	50	79	290	84	516
gene-Cluap1	1	0	3	2	0	13	2	0	1	1	0	0	4
gene-Cmc1	127	109	104	179	62	177	374	325	833	466	1402	958	97
gene-Cmtr1	7353	4748	9888	2262	3013	1598	4557	1343	2971	2623	2302	2615	528
gene-cn	2287	19	614	75	147	230	768	332	1721	537	1993	62	133
gene-cN-IIIB	236	158	181	346	11	113	104	49	143	100	182	160	179
gene-Cna	812	893	1206	974	391	581	803	475	645	876	443	503	2718
gene-Cnb	182	107	265	106	166	38	78	27	29	57	22	47	161
gene-CNBP	10686	14281	20695	19662	18707	9853	15256	15212	17918	15606	12334	13273	38810
gene-Cndp2	3502	1570	1824	2431	1046	3957	1704	660	3625	2658	5760	3090	1983
gene-Cnep1r2	427	135	114	433	69	468	671	523	2149	1115	1684	1966	315
gene-CngB	29	11	4	24	0	8	0	6	0	6	1	3	42
gene-Cngl	0	5	3	3	0	0	0	0	0	0	0	0	5
gene-cni	700	920	1497	740	1018	662	2169	2333	2849	2330	2328	1928	1420
gene-cnir	22	26	30	17	0	0	15	1	10	13	8	16	23
gene-cnk	204	76	95	137	14	36	2	11	0	9	7	1	123
gene-cnn	58	44	100	36	35	140	31	27	56	24	29	25	402
gene-cno	1225	1270	1972	803	1697	313	116	51	54	145	192	252	1522
gene-Cnot4	2761	2083	1891	2011	1522	848	392	241	237	195	201	209	2975
gene-CNPYb	594	359	530	394	198	262	341	281	591	351	718	722	810
gene-Cnx99A	885	307	884	796	298	651	127	39	81	125	375	205	6846
gene-Coa7	298	339	130	242	103	404	271	531	1344	518	1879	1649	33
gene-Coa8	232	268	289	266	164	161	274	282	606	511	1129	750	123
gene-Coc	1	3	0	0	0	0	0	3	7	0	3	6	4
gene-Cog1	1071	606	1221	754	521	505	675	311	644	520	614	683	667
gene-Cog2	690	268	287	601	297	625	899	453	883	805	1388	1233	545
gene-Cog3	342	141	210	345	147	173	97	58	135	142	165	130	376
gene-Cog4	445	226	312	390	177	173	148	96	138	96	78	120	409
gene-Cog6	342	341	393	307	299	173	188	73	176	253	382	305	203
gene-Cog7	378	207	256	427	132	166	181	60	126	115	129	99	403
gene-Cog8	339	256	402	309	89	185	324	503	911	528	1054	1034	331
gene-Col4a1	1743	118	159	322	235	404	102	86	193	113	508	90	2615
gene-colt	1658	776	650	1098	313	526	1901	960	2900	1841	3118	2831	933
gene-COMMD4	888	505	1076	652	591	442	789	922	1629	908	1303	1257	1333
gene-Con	2	2	3	1	0	0	0	0	0	0	0	0	9
gene-Cont	130	87	116	112	29	132	48	30	39	31	34	34	2502
gene-conu	2476	2056	5270	1366	1816	525	840	395	329	750	428	541	658
gene-conv	82	120	148	97	138	64	40	22	15	15	15	14	447
gene-Copg1	1086	532	879	1016	263	511	478	170	511	484	382	289	887
gene-Coprox	810	732	918	1497	834	1172	1532	1015	4227	1564	1717	2326	1277
gene-Coq2	196	69	34	198	35	81	52	35	62	82	74	52	91
gene-Coq4	343	631	1080	284	731	181	494	453	631	430	639	593	906
gene-Coq5	162	101	137	286	103	325	373	225	766	410	942	517	272
gene-Coq6	470	407	558	434	665	217	612	429	509	302	319	275	539
gene-Coq7	1039	292	634	1155	311	655	1207	661	1727	1676	1494	1566	458
gene-Coq8	267	82	121	378	101	224	56	17	66	82	213	129	118
gene-Coq9	756	640	637	509	629	334	1079	646	1803	1371	2270	1450	911
gene-CoRest	286	141	299	270	114	88	111	68	95	107	186	97	534
gene-Corin	2	0	3	0	0	0	0	0	0	0	0	2	3
gene-corn	2182	2013	2711	1927	2375	873	225	63	54	387	198	191	585
gene-coro	118	466	80	290	140	383	162	57	102	97	217	122	444
gene-Cortactin	703	502	571	1178	408	752	218	136	166	397	481	288	586
gene-cos	238	161	399	156	217	87	265	82	127	178	140	156	180
gene-Cow	1	0	5	1	0	0	0	0	0	1	1	0	600
gene-Cox10	464	160	80	524	83	229	356	129	328	292	364	164	323
gene-Cox11	198	74	118	343	87	193	656	172	841	397	1749	801	161
gene-COX5A	4011	2167	2482	6701	2738	7391	8598	4843	15888	13135	16164	9410	10158
gene-COX7B	2448	1059	1431	4221	1732	5591	2185	1312	4210	5434	8597	4361	8624
gene-Cp110	216	99	107	99	27	101	15	4	24	44	31	40	199
gene-Cp190	161	101	260	200	82	142	52	38	73	94	72	79	551
gene-CP8	5636	579	7	20	323	0	0	92	952	11	1213	6	10126
gene-cpa	2469	1822	2287	3203	1185	838	2017	1354	2095	1431	1783	1863	2757
gene-cpb	1156	613	854	1564	395	692	1244	744	2001	1103	1724	2216	1659
gene-Cpes	144	68	97	127	23	83	20	13	20	16	38	10	293
gene-CPF	16	2	16	3	51	35	24	4	18	5	7	0	0
gene-CPFL2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CPG10	33	26	48	9	7	194	6	8	39	1	16	40	6171
gene-CPG12	0	0	0	0	0	9	0	0	0	0	0	0	27
gene-CPG13	0	8	1	1	0	0	0	0	0	0	0	0	0
gene-CPG14	2	3	0	0	0	0	0	0	3	0	0	0	145
gene-CPG15	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CPG17	0	1	0	1	0	0	0	0	0	0	0	0	12
gene-CPG18	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-CPG20	2	3	3	20	0	215	11	11	7	26	3	0	20
gene-CPG21	0	3	0	1	0	49	0	2	1	0	0	0	25519
gene-CPG22	0	3	1	0	0	0	0	0	0	0	0	0	0
gene-CPG5	0	0	0	0	0	0	0	0	1	0	3	0	141
gene-CPG6	0	7	0	3	0	22	4	3	12	8	11	6	37
gene-CPG9	0	4	0	0	0	10	0	0	5	0	0	0	2
gene-Cph	754	290	232	532	88	209	154	96	58	161	153	97	502
