pfam_accession,genes_com_dominio_universo,genes_com_dominio_DE,odds_ratio,pvalue,padj
PF21033.5,8,4,1.9703592062295905,0.2656693004772561,0.4892970851422977
PF02919.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF10267.15,1,1,inf,0.3367700498605595,0.4892970851422977
PF08357.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF27941.1,2,2,inf,0.11339518920254132,0.4892970851422977
PF23609.2,68,26,1.2205823981524917,0.24943485680102612,0.4892970851422977
PF22602.3,3,3,inf,0.03817538995805274,0.4892970851422977
PF14705.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF23320.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF25265.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF02163.29,1,1,inf,0.3367700498605595,0.4892970851422977
PF16121.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF04421.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF04898.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF01841.26,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF02187.23,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF18139.8,1,1,inf,0.3367700498605595,0.4892970851422977
PF05992.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF11502.14,1,1,inf,0.3367700498605595,0.4892970851422977
PF14901.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF12237.14,1,1,inf,0.3367700498605595,0.4892970851422977
PF09774.15,1,1,inf,0.3367700498605595,0.4892970851422977
PF08071.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF00622.37,12,6,1.970846946468962,0.18456471182947978,0.4892970851422977
PF02257.22,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF15296.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF03666.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF17833.8,1,1,inf,0.3367700498605595,0.4892970851422977
PF08292.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF00573.28,2,2,inf,0.11339518920254132,0.4892970851422977
